Datetime,Aberdeen,AuchencorthMoss,BarnstapleA39,BelfastCentre,BirminghamA4540Roadside,BirminghamAcocksGreen,BirminghamLadywood,BirminghamTyburn,BlackpoolMarton,Bournemouth,BristolStPaul_s,CamdenKerbside,CardiffCentre,CarlisleRoadside,ChathamRoadside,ChepstowA48,ChesterfieldLoundsleyGreen,ChesterfieldRoadside,ChilboltonObservatory,ChristchurchBarrackRoad,CoventryAllesley,DerryRosemount,Eastbourne,EdinburghStLeonards,GlasgowHighStreet,GlasgowTownhead,Grangemouth,GreenockA8Roadside,HullFreetown,Inverness,LeamingtonSpa,LeamingtonSpaRugbyRoad,LeedsCentre,LeedsHeadingleyKerbside,LeicesterUniversity,LiverpoolSpeke,LondonBexley,LondonBloomsbury,LondonEltham,LondonHarlington,LondonHarrowStanmore,LondonHonorOakPark,LondonMaryleboneRoad,LondonN_Kensington,LondonTeddingtonBushyPark,LondonWestminster,LoughNavar,ManchesterPiccadilly,Middlesbrough,Narberth,NewcastleCentre,Newport,NorthamptonSpringPark,NorwichLakenfields,NottinghamCentre,OxfordStEbbes,PlymouthCentre,PortTalbotMargam,Portsmouth,Preston,ReadingNewTown,RochesterStoke,SalfordEccles,SaltashCallingtonRoad,SandyRoadside,SheffieldBarnsleyRoad,SheffieldDevonshireGreen,SouthamptonCentre,Southend_on_Sea,Stanford_le_HopeRoadside,Stockton_on_TeesA1305Roadside,Stockton_on_TeesEaglescliffe,Stoke_on_TrentCentre,StorringtonRoadside,SunderlandSilksworth,SwanseaRoadside,Warrington,WiganCentre,WirralTranmere,WorthingA27Roadside,Wrexham,YorkBootham,YorkFishergate,BrightonPrestonPark,Average
2021-01-15 14:00:00,4.057,5,13,7.359,17.618,15.377,15.236,NaN,25.991,14,7,16.3,NaN,8,17,10,15.873,15.448,11.84,12,15.212,4,4.906,5.283,9.104,8.844,4,14.175,19.104,3.491,NaN,14.976,33.868,26,16.179,NaN,17.783,16,20.1,13.25,NaN,18.868,18.5,16.014,17.264,21,5.613,18.255,11.2,12.311,25,12.571,16,7.783,18.774,11.958,10.6,8,NaN,18.986,6,13.868,18.302,NaN,NaN,36,12.642,11.84,11.014,27,5,8,18.09,NaN,6.958,19,16,20.873,16.179,14,15.943,20,NaN,6,14.1727027027027
2021-01-15 15:00:00,3.278,5.92,10,6.132,17.052,16.58,15.472,NaN,19.906,14,10,16.3,NaN,12,16,12,15.684,16.226,12.076,17,17.547,2,3.892,8.184,11.745,11.627,5,19.788,16.51,4.269,NaN,14.009,37.382,35,14.08,NaN,17.995,16,20.1,13.738,NaN,19.576,18.6,15.495,16.51,20,6.887,21.274,10.2,11.58,20,13.184,15,8.656,18.679,14.198,8.4,11,NaN,16.462,11,15.896,20.118,NaN,NaN,40,20.425,11.863,11.769,25,11,15,22.264,NaN,7.854,17,20,16.415,14.222,20,15.071,13,13,7,14.9078666666667
2021-01-15 16:00:00,2.594,5.519,6,5.024,17.335,15.896,16.038,NaN,16.934,17,10,15.8,NaN,9,34,19,14.104,13.09,13.868,14,15.873,2,5.519,9.953,12.076,11.651,4,16.439,20.212,9.552,NaN,13.208,31.863,42,15.519,NaN,20.66,17,20,13.724,NaN,20.094,18.1,16.604,18.585,27,5.236,17.123,18.2,16.887,18,15.047,14,13.184,18.821,11.392,8.6,7,NaN,15.66,13,16.109,17.877,NaN,NaN,28,19.151,30.684,14.057,15,14,13,22.547,NaN,7.241,19,18,17.359,15.047,15,14.882,9,6,7,15.1725066666667
2021-01-15 17:00:00,4.127,5.142,6,6.745,17.193,14.717,16.274,NaN,19.316,22,9,16.6,NaN,6,22,20,15.189,14.198,18.797,21,14.859,8,9.788,8.42,9.788,9.929,3,13.844,32.005,32.359,NaN,12.689,26.51,28,15.212,NaN,19.623,17,19.2,23.734,NaN,21.085,26.6,24.198,18.373,27,4.929,18.137,21.2,14.788,16,16.038,16,15.943,16.533,11.132,7.7,14,NaN,17.005,15,17.948,17.83,NaN,NaN,20,20.26,20.495,18.868,20,20,12,22.359,NaN,7.453,16,17,21.651,15.118,14,16.675,14,2,8,16.0210133333333
2021-01-15 18:00:00,6.179,4.882,6,7.783,20.024,17.453,16.014,NaN,19.434,30,14,20.4,NaN,13,24,24,17.618,17.028,45.212,17,14.859,7,12.807,7.359,10.566,11.061,5,13.208,16.651,30.047,NaN,14.646,25.071,32,17.807,NaN,21.297,17,24.9,22.625,NaN,30.519,26.7,21.25,17.217,24,3.962,24.552,19.2,12.382,20,18.561,25,20.26,15.873,13.019,9.1,16,NaN,19.906,24,18.326,20.071,NaN,NaN,15,18.019,28.491,18.75,25,16,25,19.293,NaN,9.434,16,14,20.425,17.005,12,17.146,11,6,31,17.9118933333333
2021-01-15 19:00:00,8.113,4.434,9,8.019,28.585,19.576,15.967,NaN,19.859,42,14,20.4,NaN,9,28,24,21.344,20.283,48.538,38,16.84,8,29.175,9.481,12.759,13.09,6,13.326,17.099,24.01,NaN,18.42,25.495,23,16.698,NaN,24.717,20,24.8,19.932,NaN,33.113,30,24.859,19.08,30,2.123,21.51,16.2,9.929,18,21.675,33,15.92,18.561,18.16,10.7,17,NaN,21.227,42,23.184,22.712,NaN,NaN,20,19.222,43.538,23.231,24,23,21,19.552,NaN,11.274,18,14,20.59,17.783,10,17.594,17,17,36,20.31596
2021-01-15 20:00:00,8.467,4.835,12,8.774,32.712,20.684,18.585,NaN,21.557,43,14,19.7,NaN,8,25,19,21.816,22.406,41.58,45,18.774,6,33.703,10.071,12.901,13.75,7,13.467,19.882,31.863,NaN,19.882,21.203,22,18.184,NaN,28.444,24,39.3,22.885,NaN,33.42,24.8,33.703,21.745,29,0.849,20.283,27.2,9.505,17,25.613,43,22.807,21.156,20.637,5.9,16,NaN,21.203,39,25.448,26.274,NaN,NaN,24,22.76,31.203,23.396,34,18,17,21.321,NaN,20.802,20,18,21.085,17.83,25,17.264,17,16,37,21.82172
2021-01-15 21:00:00,4.67,4.67,11,9.434,25.047,21.227,17.193,NaN,20.26,16,18,21.8,NaN,15,22,22,21.745,20.943,26.84,13,20.354,4,30.896,8.868,11.675,12.241,7,13.467,22.736,13.208,NaN,21.533,22.76,19,20,NaN,30.731,26,36.3,24.811,NaN,34.788,25.3,33.161,23.302,32,0.472,19.67,13.2,8.467,21,16.156,51,16.533,22.524,27.877,5.5,10,NaN,20.896,41,29.481,22.783,NaN,NaN,27,26.604,23.019,30.802,40,15,19,21.321,NaN,19.104,17,16,21.698,18.538,22,19.01,21,18,29,20.4748666666667
2021-01-15 22:00:00,3.467,4.906,12,6.651,20.33,20.165,17.288,NaN,19.859,6,18,22.2,NaN,17,13,16,22.217,21.793,20.967,12,20.613,6,37.901,7.925,10.873,11.58,4,14.387,21.415,6.226,NaN,18.774,24.906,23,19.646,NaN,27.524,21,28.6,25.231,NaN,32.194,23.5,20.849,27.783,25,0.566,18.113,18.2,6.816,18,13.679,34,18.443,19.976,24.198,1.2,12,NaN,19.363,30,24.741,21.769,NaN,NaN,22,23.16,8.868,28.231,31,19,19,19.175,NaN,19.293,14,17,21.745,18.774,16,20.165,25,17,31,18.4566
2021-01-15 23:00:00,3.986,5.472,10,4.67,20.33,21.227,17.099,NaN,18.939,11,16,16.5,NaN,17,11,18,22.453,22.123,14.646,11,19.67,6,15.259,10.755,11.321,11.816,5,13.349,16.061,4.104,NaN,17.925,25.684,26,17.972,NaN,25.613,16,25.1,23.019,NaN,29.01,21,17.288,25.142,16,1.179,16.486,13.2,7.429,19,12.217,26,23.373,20.943,22.925,1.1,9,NaN,18.208,27,27.783,19.245,NaN,NaN,24,20.92,7.665,25.66,28,16,18,20.377,NaN,25.731,17,14,20.943,18.585,2,17.948,18,17,4,16.5526666666667
2021-01-16 00:00:00,5.401,7.359,6,3.208,19.057,20.448,17.099,NaN,19.434,11,14,12.2,NaN,22,6,12,21.887,21.722,9.316,8,19.057,6,4.505,6.462,8.42,8.797,6,10.66,16.651,1.887,NaN,17.193,24.34,17,17.193,NaN,20.896,9,19.1,19.021,NaN,24.599,13.7,14.151,18.443,20,0.401,15.967,13.2,8.349,23,11.509,24,22.665,20,21.109,2.7,11,NaN,18.255,19,20.59,18.184,NaN,NaN,26,20.731,5.566,16.415,23,12,16,18.373,NaN,24.41,15,20,21.368,19.01,4,19.222,22,15,6,14.8430666666667
2021-01-16 01:00:00,8.208,8.467,10,2.524,18.797,18.75,15.59,NaN,20.024,9,10,9.5,NaN,20,9,15,21.014,20.236,5.613,10,17.995,4,5.024,7.854,7.311,7.948,6,7.712,14.623,1.108,NaN,16.132,23.774,17,15.991,NaN,17.594,9,13.1,15.599,NaN,17.076,13.9,13.821,16.627,11,0.259,15.165,13.2,5,26,8.656,18,19.693,19.293,17.783,3.8,6,NaN,16.958,13,15.142,17.311,NaN,NaN,19,20.236,5.448,12.901,17,13,19,17.689,NaN,22.524,14,16,20.189,18.302,6,18.538,17,12,6,13.3599866666667
2021-01-16 02:00:00,9.764,9.104,7,2.359,18.986,18.443,15.472,NaN,19.269,8,5,9.8,NaN,13,9,11,18.066,18.113,5.991,9,16.745,3,5.307,7.759,7.665,8.208,4,8.373,12.382,0.708,NaN,14.741,23.939,22,15.802,NaN,11.958,11,9.5,11.438,NaN,9.363,13.5,10.873,13.278,16,0.731,14.08,18.2,3.042,19,7.406,22,15.071,19.08,11.368,0.9,4,NaN,15.708,8,14.245,16.533,NaN,NaN,17,17.972,6.722,11.085,20,11,21,16.368,NaN,23.561,13,15,18.467,17.028,6,16.769,22,18,7,12.4298933333333
2021-01-16 03:00:00,13.42,9.528,4,0.92,16.793,16.533,15.165,NaN,17.241,10,8,6.7,NaN,13,6,12,17.901,18.113,7.146,9,13.491,5,5.755,8.514,5.566,5.92,2,7.005,13.915,0.33,NaN,10.849,22.335,20,13.208,NaN,8.09,9,4.2,6.131,NaN,7.524,15.5,7.5,9.222,12,2.005,14.151,24.2,2.264,22,7.877,14,10.448,17.854,5.873,7.3,5,NaN,14.481,4,11.816,15.543,NaN,NaN,11,17.807,7.335,10.377,12,13,16,13.703,NaN,21.439,10,21,16.887,14.906,5,13.632,22,18,6,11.2455066666667
2021-01-16 04:00:00,15.495,6.816,3,0.66,11.84,11.297,11.368,NaN,13.75,8,7,5.4,NaN,9,2,9,15.826,15.778,6.368,15,7.995,4,6.179,7.241,3.113,3.278,1,5.236,15.92,0.354,NaN,6.368,20.118,16,9.009,NaN,6.533,5,7.7,4.674,NaN,6.132,11.4,5.825,6.038,10,3.467,11.415,6.2,0.92,14,10.118,12,11.462,13.821,5.802,0.1,3,NaN,10.354,3,8.962,12.429,NaN,NaN,15,16.321,5.542,8.231,9,10,17,11.321,NaN,18.75,11,17,13.703,10.024,6,7.618,18,17,7,9.09694666666667
2021-01-16 05:00:00,14.175,3.844,5,1.344,6.109,6.462,5.66,NaN,9.104,15,4,4.7,NaN,6,1,5,10.071,9.882,5.943,15,6.344,1,9.198,4.34,1.179,1.203,0,3.066,15.519,0.189,NaN,6.014,19.08,16,6.675,NaN,6.91,3,8.5,5.242,NaN,6.745,13.6,6.038,6.321,9,3.491,6.392,12.2,0.425,13,6.958,10,9.693,8.892,5.896,3.4,3,NaN,6.132,2,8.16,8.019,NaN,NaN,9,9.976,7.925,7.288,7,8,18,8.231,NaN,18.679,11,12,8.915,6.462,12,3.868,15,14,7,7.67278666666667
2021-01-16 06:00:00,11.627,1.392,2,2.311,5.118,5.071,4.646,NaN,5.283,11,4,7.2,NaN,3,4,5,5.613,4.906,9.033,18,6.156,0,11.344,1.934,0.66,0.637,2,1.722,13.396,0.142,NaN,5.448,14.788,11,5.283,NaN,7.382,5,4.6,6.094,NaN,7.665,13.6,6.84,7.241,7,4.552,4.717,9.2,0.896,15,5.849,9,8.538,7.028,5.92,2.8,1,NaN,5.071,3,7.594,7.429,NaN,NaN,10,4.976,9.882,6.321,6,8,12,6.344,NaN,16.085,6,NaN,6.792,3.184,13,2.311,13,14,19,6.80568918918919
2021-01-16 07:00:00,9.222,0.283,1,2.571,5.165,5.094,4.552,NaN,3.75,13,2,9.4,NaN,0,6,5,3.16,3.231,11.226,15,4.835,4,14.67,0.542,0.896,1.156,3,1.887,9.057,0.236,NaN,4.316,9.104,7,4.127,NaN,10.118,11,9.8,8.705,NaN,11.014,9.7,9.67,10.66,13,6.604,5.519,8.2,4.764,16,3.538,7,8.184,4.976,6.769,2.6,6,NaN,4.316,4,11.085,7.335,NaN,NaN,7,2.665,12.712,9.34,4,6,8,5.66,NaN,11.533,2,9,6.109,2.264,11,1.863,9,9,16,6.64244
2021-01-16 08:00:00,7.288,0.283,3,3.42,5.425,5.071,4.764,NaN,2.524,8,0,12.1,NaN,0,12,4,1.958,1.958,11.226,14,4.906,9,14.387,0.637,2.618,3.302,2,3.703,6.038,0.59,NaN,5,4.764,2,3.656,NaN,12.311,11,13.7,9.239,NaN,11.58,13.6,11.793,10.236,15,7.335,4.693,6.2,4.528,7,2.17,10,7.146,3.868,7.995,1.3,8,NaN,3.703,4,12.146,5.684,NaN,NaN,4,1.651,12.547,10.094,12,2,5,5.873,NaN,8.585,4,9,5.825,2.618,12,1.604,6,4,16,6.48856
2021-01-16 09:00:00,6.109,0.943,6,6.061,6.392,5.377,5.165,NaN,6.557,7,2,9,NaN,0,13,1,1.557,1.557,8.16,12,6.557,8,11.651,2.783,3.137,3.514,1,3.09,4.623,3.656,NaN,6.132,5.519,3,4.67,NaN,11.769,8,12.1,7.901,NaN,7.854,8.8,9.528,8.514,11,7.759,4.387,5.2,4.387,10,1.462,7,5.778,4.316,9.033,1.9,11,NaN,3.679,5,13.726,4.316,NaN,NaN,5,1.557,11.604,11.509,13,2,6,6.061,NaN,6.368,8,8,8.255,3.231,9,2.642,4,0,16,6.29128
2021-01-16 10:00:00,7.665,1.58,10,6.179,4.575,4.104,3.302,NaN,8.986,6,2,7.6,NaN,3,8,8,1.533,2.359,4.528,11,6.509,5,11.25,2.406,2.689,3.278,3,4.245,5.118,2.618,NaN,5.401,4.505,4,5.967,NaN,8.892,6,7.5,4.954,NaN,6.014,6.9,7.217,5.495,10,8.939,4.552,5.2,5.118,11,1.816,9,5,5.024,5.401,2.3,5,NaN,5.566,3,11.651,4.929,NaN,NaN,3,1.344,8.184,11.439,17,1,6,4.245,NaN,4.764,9,7,7.665,4.906,7,2.193,3,-1,14,5.7814
2021-01-16 11:00:00,4.741,0.873,7,5.637,4.764,3.137,2.453,NaN,9.363,3,4,4.5,NaN,5,6,8,3.09,2.571,2.807,10,5.118,5,10.142,1.698,2.429,2.759,3,2.618,7.076,2.17,NaN,3.561,5.283,6,6.533,NaN,5.094,3,6.5,2.4,NaN,2.995,4.9,3.609,1.887,6,9.528,5.448,4.2,5.519,7,1.604,9,3.184,5.873,2.123,2.5,3,NaN,7.406,2,8.656,5.991,NaN,NaN,3,3.491,5.991,7.736,5,-2,3,4.245,NaN,4.292,7,10,6.392,6.25,7,2.759,3,0,10,4.75861333333333
2021-01-16 12:00:00,2.854,1.156,8,6.038,3.514,3.231,2.83,NaN,10.708,2,3,5.9,NaN,3,5,6,4.08,4.623,1.462,5,2.972,7,5.448,1.769,4.245,4.104,2,5.92,6.816,3.113,NaN,2.217,6.627,8,5.708,NaN,2.359,2,1.5,2.013,NaN,1.792,3.4,2.075,1.675,4,10.542,6.792,5.2,6.745,7,2.17,8,2.736,6.934,1.415,0.9,5,NaN,8.491,0,7.005,7.524,NaN,NaN,8,9.104,3.208,6.321,2,-4,3,3.703,NaN,4.953,6,8,9.175,6.698,11,3.113,2,4,7,4.59837333333333
2021-01-16 13:00:00,2.642,3.09,9,6.816,3.632,4.363,2.901,NaN,11.179,6,2,5.8,NaN,4,3,7,5.59,5.212,1.769,7,2.571,6,3.325,3.656,6.014,5.094,3,5.66,8.986,1.392,NaN,1.769,8.609,8,6.25,NaN,1.061,2,5.3,2.671,NaN,1.863,6.6,2.335,2.17,5,10.991,7.123,5.2,7.901,9,2.594,6,2.995,8.821,1.368,2.3,6,NaN,9.434,0,3.137,7.524,NaN,NaN,9,3.915,2.193,3.325,10,-1,3,4.175,NaN,5.495,5,8,7.264,7.453,8,3.467,5,3,9,5.0266
2021-01-16 14:00:00,2.241,3.255,8,8.302,4.387,4.08,3.325,NaN,11.698,5,3,7.3,NaN,6,-1,6,3.939,4.552,1.675,10,3.019,6,3.75,4.859,5.66,5.566,6,6.58,10.967,1.792,NaN,2.382,4.717,6,5,NaN,1.297,2,2.6,3.236,NaN,2.712,8,3.42,2.901,10,10.259,7.995,4.2,7.712,5,4.08,4,4.08,8.113,1.863,5.7,4,NaN,11.769,0,1.604,8.986,NaN,NaN,12,3.349,2.995,3.16,7,0,2,4.811,NaN,4.882,5,6,8.467,7.689,5,3.514,7,5,9,5.15253333333333
2021-01-16 15:00:00,2.406,3.892,10,10.495,4.67,4.859,3.656,NaN,13.208,6,11,8.6,NaN,10,-2,6,4.269,4.292,2.264,17,3.467,6,4.269,5.377,5.92,6.061,9,6.792,8.019,2.264,NaN,3.821,5.967,7,3.986,NaN,3.609,6,6,6.554,NaN,4.057,10,4.67,3.396,12,7.783,8.962,4.2,8.231,4,3.915,5,4.41,5.943,2.335,2.9,7,NaN,9.764,0,1.698,10,NaN,NaN,8,3.349,2.288,5.33,3,-2,5,5.307,NaN,3.703,8,7,8.656,9.764,4,4.316,6,2,4,5.71592
2021-01-16 16:00:00,2.972,4.08,12,8.208,5.425,5.094,3.986,NaN,16.769,10,6,9.5,NaN,6,2,4,6.958,5.613,3.302,15,4.245,6,2.288,5.66,4.976,4.811,6,7.264,6.722,4.882,NaN,4.717,7.17,6,4.67,NaN,4.41,8,7.5,5.368,NaN,5.613,13.6,5.307,4.245,12,6.934,9.528,5.2,7.689,7,4.269,6,6.156,6.085,3.137,8.1,8,NaN,10.142,2,3.42,10.165,NaN,NaN,14,5.967,3.019,7.311,1,-2,9,6.58,NaN,4.811,8,9,8.939,12.665,4,4.906,3,1,-1,6.29837333333333
2021-01-16 17:00:00,2.901,3.538,13,6.297,5.66,5.071,4.646,NaN,12.995,11,8,14.9,NaN,8,7,2,9.033,7.241,2.642,12,3.986,7,3.184,5.542,7.877,7.382,6,8.632,7.005,6.156,NaN,5.212,6.297,5,5.66,NaN,6.014,9,10.7,3.572,NaN,8.443,15.5,5.943,5.165,10,7.571,9.599,8.2,7.807,6,4.623,7,19.929,8.42,3.491,9.8,9,NaN,10.094,2,6.25,10.259,NaN,NaN,11,6.321,4.693,14.976,10,0,9,7.594,NaN,5.259,6,8,9.269,13.302,3,6.25,6,6,3,7.39868
2021-01-16 18:00:00,4.788,5.896,14,5.542,6.321,6.392,5.259,NaN,14.363,10,7,13.6,NaN,10,16,7,7.076,7.995,3.986,14,5.094,6,5.566,7.594,8.137,7.877,6,7.382,9.387,5.637,NaN,7.736,7.123,6,7.406,NaN,10.118,7,9.9,4.934,NaN,9.222,16.9,4.929,7.146,8,5.825,10.094,7.2,8.561,3,7.193,19,19.293,10.047,5,8.9,11,NaN,10.189,7,7.594,10.873,7,NaN,9,7.382,6.745,16.462,14,1,6,9.481,NaN,6.274,6,10,10.802,13.75,11,8.703,8,7,6,8.54834210526316
2021-01-16 19:00:00,5.542,5.377,17,7.241,7.901,7.076,6.344,NaN,13.915,11,7,11,NaN,7,15,9,7.5,8.514,4.929,16,6.014,6,4.245,8.066,7.901,7.547,10,5.943,8.137,6.934,NaN,7.642,8.538,14,7.076,NaN,8.208,8,10,4.776,NaN,11.156,11.8,6.462,6.509,12,5,10.519,7.2,9.67,6,9.151,12,15.802,10.802,4.646,17,11,NaN,10.566,6,10.472,11.509,11,NaN,12,8.514,8.443,15.684,15,1,8,11.203,NaN,7.146,9,7,11.58,12.83,16,12.689,8,9,10,9.28577631578947
2021-01-16 20:00:00,5.212,5.542,17,8.373,7.712,7.901,7.241,NaN,17.972,13,6,15,NaN,8,14,8,8.821,10.92,5.283,4,11.934,5,3.868,7.217,6.179,6.627,9,6.179,8.491,6.675,NaN,11.085,8.962,12,7.759,NaN,5.024,6,10.7,4.762,NaN,10.212,9.7,6.014,7.547,12,5.59,11.25,6.2,9.481,7,6.91,9,14.835,12.359,5.165,9.9,12,NaN,10.66,7,10.236,13.066,11,NaN,15,10.283,7.925,14.363,17,4,11,12.429,NaN,9.623,9,7,11.415,12.972,19,17.005,8,6,12,9.45498684210526
2021-01-16 21:00:00,5.472,4.245,16,8.585,8.656,8.066,7.642,NaN,13.986,11,10,10.5,NaN,7,12,6,9.929,14.552,5.566,12,8.278,5,4.434,6.745,5.354,5.66,7,5.212,9.67,7.642,NaN,8.019,11.038,13,9.245,NaN,5.778,9,10.9,4.799,NaN,10.66,10.5,6.792,5.755,11,5.755,11.014,6.2,9.788,9,10.519,11,15.165,13.043,5.354,13.9,12,NaN,10.472,9,8.066,11.91,7,NaN,11,10.684,7.689,12.311,14,8,8,12.594,NaN,7.948,7,7,9.41,12.972,14,14.693,8,7,9,9.25219736842105
2021-01-16 22:00:00,5,3.75,10,7.618,9.08,9.08,8.962,NaN,11.769,11,7,9.4,NaN,4,14,13,9.552,10.684,5.943,14,7.665,5,4.717,6.368,4.08,4.316,6,4.127,10.802,7.453,NaN,10.024,10.401,12,10,NaN,5.472,8,8.9,4.999,NaN,8.561,10.8,6.509,5.495,9,3.066,9.929,7.2,9.906,9,11.863,11,10.566,13.868,5.873,5,14,NaN,9.929,7,7.359,11.061,8,NaN,10,10.566,8.278,11.863,14,5,9,10.212,NaN,7.005,8,7,10.212,12.689,12,12.665,11,8,8,8.74522368421052
2021-01-16 23:00:00,6.297,3.231,10,3.797,8.726,9.057,8.844,NaN,12.453,11,9,8.3,NaN,4,8,12,7.618,7.406,7.311,11,7.642,2,4.505,5.778,2.995,3.278,5,3.679,11.462,5.495,NaN,8.019,8.208,7,8.844,NaN,5.472,7,8.2,5.288,NaN,8.184,9.3,6.462,5.755,11,3.939,8.726,5.2,10.637,6,10.542,13,9.151,10.967,6.792,7.8,9,NaN,8.821,6,6.509,9.929,11,NaN,11,8.797,8.373,8.302,7,3,6,9.316,NaN,5.943,9,7,8.962,12.359,9,9.528,10,6,8,7.76577631578947
2021-01-17 00:00:00,6.368,2.877,10,2.712,8.538,8.939,8.019,NaN,11.816,13,10,6.7,NaN,5,4,7,7.382,6.486,7.571,13,8.066,2,4.764,4.717,2.524,2.759,5,3.349,9.788,4.929,NaN,7.807,7.146,3,8.774,NaN,5.849,4,4.8,5.55,NaN,7.052,7.9,5.92,6.226,11,2.642,8.915,3.2,10.425,5,10.212,11,8.373,10.495,7.146,9.3,9,NaN,9.623,5,6.061,10.472,10,NaN,8,7.948,7.689,6.722,6,2,3,9.269,NaN,4.976,10,9,9.269,11.274,7,6.344,7,5,8,7.07477631578947
2021-01-17 01:00:00,4.953,2.948,9,2.429,7.547,8.609,8.208,NaN,10.542,11,9,4.7,NaN,5,6,13,4.552,5.094,7.925,14,7.594,1,4.811,3.443,2.901,3.349,7,4.009,8.208,2.925,NaN,7.759,6.816,2,8.373,NaN,6.203,9,9.4,5.958,NaN,7.005,7.4,6.274,6.792,9,5.377,8.986,3.2,8.726,3,9.599,9,8.561,9.057,7.524,6.3,8,NaN,8.302,7,6.58,9.953,6,NaN,5,6.557,7.712,6.179,5,0,5,8.16,NaN,4.151,7,8,8.302,10.59,9,6.156,5,6,6,6.71972368421053
2021-01-17 02:00:00,4.009,2.948,9,2.618,7.642,8.538,7.807,NaN,8.609,10,8,5,NaN,4,8,8,6.981,6.604,8.231,15,7.547,1,5.165,3.42,3.726,4.08,6,4.481,7.288,2.736,NaN,7.854,6.25,6,7.783,NaN,6.816,6,5.6,6.534,NaN,7.193,8.8,7.028,6.981,11,4.67,7.382,4.2,7.241,5,9.434,10,9.033,9.198,7.264,7.4,7,NaN,6.934,3,6.722,7.665,6,NaN,5,5.519,7.642,6.415,4,0,5,7.901,NaN,3.939,6,7,4.835,6.557,7,3.585,6,3,4,6.33953947368421
2021-01-17 03:00:00,3.255,2.83,12,3.278,6.981,7.83,7.005,NaN,6.557,10,11,4.2,NaN,4,5,7,4.976,4.505,9.505,13,7.288,2,6.038,3.797,3.491,4.033,5,4.434,6.533,2.453,NaN,7.288,2.712,1,7.288,NaN,7.288,5,4,6.563,NaN,7.807,9.3,7.453,7.052,13,4.953,4.552,2.2,6.604,6,7.241,10,8.585,7.83,7.17,7.2,6,NaN,6.179,2,7.241,5.118,6,NaN,5,5.071,8.09,6.887,7,-1,3,5.118,NaN,3.349,8,6,5.967,5.448,7,2.712,5,0,8,5.91125
2021-01-17 04:00:00,3.373,2.642,8,2.995,4.458,5.495,4.151,NaN,6.014,13,7,6.2,NaN,4,1,10,3.962,3.184,9.646,12,5.778,3,6.462,3.892,3.278,3.915,8,3.892,4.575,2.925,NaN,6.557,4.127,3,5.778,NaN,7.736,9,4.7,6.632,NaN,7.807,7.6,7.382,6.981,12,3.892,4.882,2.2,5.755,6,5.448,10,7.642,2.264,7.217,3.8,6,NaN,4.859,4,7.547,5.354,6,NaN,3,4.033,9.292,7.264,7,-2,3,2.689,NaN,2.382,7,4,4.741,5.943,9,3.844,1,-2,8,5.4366447368421
2021-01-17 05:00:00,3.255,2.689,9,3.09,1.769,1.745,1.509,NaN,5.943,11,5,4,NaN,2,0,6,3.656,3.75,8.75,12,1.981,5,6.769,3.986,2.712,3.208,6,3.302,1.887,3.821,NaN,3.396,3.632,3,2.382,NaN,7.382,6,3.5,6.492,NaN,7.547,7.5,7.099,7.359,11,4.104,4.269,5.2,4.67,3,4.363,8,6.509,2.311,6.557,4.9,6,NaN,4.363,3,7.972,5.283,5,NaN,4,4.363,8.844,7.453,7,-2,3,3.726,NaN,2.877,5,4,4.953,5.708,7,3.349,0,-4,7,4.70901315789474
2021-01-17 06:00:00,3.184,2.453,7,3.679,2.476,1.981,2.17,NaN,6.651,9,4,3.5,NaN,3,6,3,2.854,3.113,8.373,12,1.274,3,7.335,3.892,2.736,3.137,5,3.302,2.429,3.632,NaN,1.981,3.066,2,2.429,NaN,7.146,6,6.5,6.04,NaN,6.981,7.5,6.651,6.651,10,2.594,4.434,4.2,4.811,2,4.34,6,7.123,3.821,4.835,5.9,6,NaN,4.693,3,7.736,5.896,4,NaN,5,3.042,8.561,7.453,7,0,3,4.929,NaN,2.995,5,4,5.354,6.226,6,3.986,0,-2,5,4.60585526315789
2021-01-17 07:00:00,3.184,2.429,6,4.34,2.807,2.642,2.594,NaN,7.311,8,3,4.3,NaN,2,6,6,3.019,3.373,7.311,13,2.429,2,6.934,3.137,2.854,3.184,4,3.325,3.302,2.995,NaN,2.028,3.656,2,2.995,NaN,5.991,7,5.2,4.177,NaN,6.627,4.1,5.708,4.882,10,3.349,5.236,5.2,4.859,1,3.75,6,6.557,3.679,4.222,4.1,6,NaN,5.189,2,7.335,5.825,4,NaN,7,3.184,6.887,6.651,7,-1,7,4.764,NaN,3.16,2,5,5.495,6.368,8,3.679,4,-1,5,4.57003947368421
2021-01-17 08:00:00,4.151,2.335,8,4.788,3.349,3.208,2.948,NaN,7.099,6,8,3.5,NaN,2,3,5,3.443,5.024,6.604,10,2.972,4,6.156,3.208,2.995,3.255,5,4.34,3.467,6.344,NaN,2.736,4.363,5,3.986,NaN,4.057,5,6.6,4.375,NaN,5.259,5.2,4.788,4.882,8,5.495,5.401,5.2,4.764,-1,3.184,7,5.33,3.821,2.642,1.6,6,NaN,5.66,2,6.344,5.802,0,NaN,8,3.774,6.745,5.377,6,0,5,5.66,NaN,2.948,0,4,6.179,6.887,7,4.08,5,-2,7,4.54375
