Datetime,Aberdeen,AuchencorthMoss,BarnstapleA39,BelfastCentre,BirminghamA4540Roadside,BirminghamAcocksGreen,BirminghamLadywood,BirminghamTyburn,BlackpoolMarton,Bournemouth,BristolStPaul_s,CamdenKerbside,CardiffCentre,CarlisleRoadside,ChathamRoadside,ChepstowA48,ChesterfieldLoundsleyGreen,ChesterfieldRoadside,ChilboltonObservatory,ChristchurchBarrackRoad,CoventryAllesley,DerryRosemount,Eastbourne,EdinburghStLeonards,GlasgowHighStreet,GlasgowTownhead,Grangemouth,GreenockA8Roadside,HullFreetown,Inverness,LeamingtonSpa,LeamingtonSpaRugbyRoad,LeedsCentre,LeedsHeadingleyKerbside,LeicesterUniversity,LiverpoolSpeke,LondonBexley,LondonBloomsbury,LondonEltham,LondonHarlington,LondonHarrowStanmore,LondonHonorOakPark,LondonMaryleboneRoad,LondonN_Kensington,LondonTeddingtonBushyPark,LondonWestminster,LoughNavar,ManchesterPiccadilly,Middlesbrough,Narberth,NewcastleCentre,Newport,NorthamptonSpringPark,NorwichLakenfields,NottinghamCentre,OxfordStEbbes,PlymouthCentre,PortTalbotMargam,Portsmouth,Preston,ReadingNewTown,RochesterStoke,SalfordEccles,SaltashCallingtonRoad,SandyRoadside,SheffieldBarnsleyRoad,SheffieldDevonshireGreen,SouthamptonCentre,Southend_on_Sea,Stanford_le_HopeRoadside,Stockton_on_TeesA1305Roadside,Stockton_on_TeesEaglescliffe,Stoke_on_TrentCentre,StorringtonRoadside,SunderlandSilksworth,SwanseaRoadside,Warrington,WiganCentre,WirralTranmere,WorthingA27Roadside,Wrexham,YorkBootham,YorkFishergate,BrightonPrestonPark,Average
2021-01-01 10:00:00,2.028,0.684,13,2.288,19.953,19.646,19.104,NaN,2.547,27,54,21.5,7,3,22,13,1.91,4.552,19.222,35,17.854,4,12.335,2.217,0.802,0.92,1,0.967,3.703,6.439,22.359,18.42,1.274,0,14.811,NaN,20.448,17,NaN,19.01,NaN,16.226,25,18.066,20.354,21,1.627,29.198,NaN,3.443,3,10.472,22,28.868,4.835,22.618,7.8,3,NaN,8.585,25,21.038,16.51,11,29,3,2.406,16.91,16.863,17,-4,3,20.118,NaN,2.972,8,7,8.868,2.901,7,8.396,4,2,13,12.1956753246753
2021-01-01 11:00:00,2.052,0.825,10,2.594,18.726,18.349,17.193,NaN,2.689,23,51,21.6,7,7,17,12,1.604,2.642,20.189,29,18.278,2,12.005,2.877,1.486,1.368,3,1.156,1.981,5.708,23.774,19.953,1.557,2,7.241,NaN,18.491,21,NaN,21.757,NaN,18.774,24.9,20.165,22.807,21,1.675,23.703,NaN,3.396,1,10.802,19,25.495,3.514,23.585,7.5,2,NaN,2.618,21,21.321,12.241,19,27,4,1.958,17.5,17.995,24,-2,2,15.755,NaN,4.717,8,5,10.354,3.137,14,3.16,3,-1,10,11.7424285714286
2021-01-01 12:00:00,2.123,0.708,15,2.335,15.613,15.189,14.269,NaN,2.359,19,53,26.8,9,9,15,11,1.627,2.689,19.08,34,16.793,2,13.42,3.16,1.415,1.958,0,1.297,3.396,1.439,21.934,19.104,2.028,2,4.269,NaN,21.344,31,NaN,22.738,NaN,21.462,28.6,24.481,25.377,29,1.627,12.193,NaN,3.137,2,10.59,12,22.264,2.83,22.712,8.3,3,NaN,3.066,25,21.132,8.656,16,25,4,2.193,17.264,17.382,16,-1,2,12.783,NaN,4.151,7,4,7.453,2.594,12,2.925,3,-3,13,11.5488181818182
2021-01-01 13:00:00,2.17,0.755,17,2.288,11.627,11.439,9.811,NaN,2.524,23,39,27.9,10,13,17,14,2.052,2.807,21.038,31,12.854,12,15.637,2.335,1.722,1.863,-3,1.462,2.736,1.84,18.915,15.307,2.995,3,3.962,NaN,23.302,30,NaN,24.545,NaN,27.028,31.3,26.958,27.877,29,3.467,5.401,NaN,3.396,6,9.08,12,22.807,2.995,22.17,9.2,3,NaN,5.448,23,22.477,5.094,11,19,5,2.476,17.995,23.043,25,3,3,8.939,NaN,4.033,8,2,5.991,2.618,13,3.137,4,-1,12,11.6859220779221
2021-01-01 14:00:00,1.934,0.873,17,2.877,6.627,6.981,6.179,NaN,2.524,18,11,29.4,5,7,21,11,2.335,3.255,22.807,37,9.198,15,12.288,2.099,1.745,1.792,0,1.274,3.75,1.887,13.844,12.359,3.042,6,10.59,NaN,27.995,28,NaN,27.694,NaN,31.675,32.1,28.396,29.906,32,1.816,4.245,NaN,3.302,6,9.505,12,25.566,4.269,20,8.9,3,NaN,3.821,26,26.392,4.835,10,15,6,3.703,22.146,26.863,31,3,2,5.825,NaN,3.868,11,2,5.943,2.83,13,2.524,6,1,15,11.6075194805195
2021-01-01 15:00:00,2.217,0.943,21,2.288,5.613,5.425,4.859,NaN,2.217,26,17,30,4,5,28,10,3.561,4.906,26.014,33,6.863,14,12.736,2.594,1.321,1.509,2,1.934,4.717,2.665,10.236,9.151,2.665,5,6.085,NaN,30.354,31,NaN,25.764,NaN,31.911,31.1,27.948,30.094,32,2.17,4.528,NaN,2.995,3,7.854,20,19.929,4.552,14.811,8.4,2,NaN,4.953,24,29.057,5.613,12,6,6,4.953,23.184,27.359,38,0,4,4.599,NaN,3.774,9,2,5.165,2.854,17,3.656,4,0,18,11.7025454545455
2021-01-01 16:00:00,2.311,0.613,31,3.325,5.024,5.991,4.906,NaN,3.042,22,14,28,3,6,27,13,3.585,5.472,26.769,30,6.085,24,15.967,2.17,2.099,2.594,4,2.193,4.859,4.198,8.844,8.231,2.264,4,5.212,NaN,30.519,26,NaN,22.068,NaN,34.576,28.8,24.505,29.811,36,2.524,4.505,NaN,2.429,-1,5.425,16,19.717,5.212,16.274,10.9,1,NaN,5.637,19,32.005,6.085,10,10,7,5.33,25.024,27.571,28,-1,7,4.811,NaN,3.137,8,6,6.533,2.948,20,3.373,3,-2,15,11.6814675324675
2021-01-01 17:00:00,2.052,0.684,42,5.566,5.33,6.698,5.189,NaN,3.774,20,11,24.8,2,7,34,9,3.302,5.024,22.453,40,6.698,25,18.821,3.892,3.585,5.448,5,3.019,3.137,7.925,8.443,8.821,2.476,5,4.505,NaN,32.264,23,NaN,22.229,NaN,36.274,28.3,21.439,28.962,38,3.561,13.986,NaN,3.09,-2,5.236,17,20.425,4.953,12.099,9.6,3,NaN,13.656,20,29.694,9.788,11,6,8,4.693,23.915,28.774,35,0,6,6.109,NaN,3.349,8,5,7.382,3.75,25,3.915,4,-1,22,12.5595454545455
2021-01-01 18:00:00,1.91,0.519,45,6.958,6.344,6.745,5.236,NaN,6.675,27,15,24,4,6,30,11,2.547,4.764,24.222,41,7.665,40,19.222,5.495,5.259,7.618,4,2.429,4.033,8.302,10.212,7.689,2.335,5,4.788,NaN,34.481,23,NaN,20.708,NaN,38.09,23.4,20.401,27.17,34,7.83,5.92,NaN,2.618,-2,5.613,16,22.995,6.061,9.505,19,5,NaN,16.344,20,32.099,9.434,21,5,4,4.222,23.043,30.094,29,-1,6,7.005,NaN,3.325,5,6,10.873,3.231,33,4.08,6,4,28,13.4092077922078
2021-01-01 19:00:00,1.509,1.91,39,6.226,7.712,8.326,5.542,NaN,3.609,25,17,21.5,7,7,29,14,2.948,4.104,20.142,34,8.962,35,27.028,5.896,8.09,10.448,3,2.17,3.609,4.788,8.443,10.118,2.854,6,5.684,NaN,42.736,23,NaN,19.385,NaN,33.75,21.9,20.047,23.326,24,6.91,8.278,NaN,2.335,2,2.995,20,24.528,5.637,9.764,16.8,11,NaN,10.283,20,33.231,16.91,19,6,7,4.505,21.698,31.911,30,-1,8,8.184,NaN,5.259,5,8,11.981,4.458,30,7.028,8,4,31,13.5903506493506
2021-01-01 20:00:00,1.958,3.656,38,6.958,7.571,7.123,6.132,NaN,4.788,21,15,18.7,6,9,27,13,3.16,4.033,16.297,24,8.632,51,27.995,4.269,10.495,4.623,7,2.948,4.835,2.359,10.142,13.326,2.571,5,4.906,NaN,36.25,16,NaN,16.995,NaN,30.307,15.3,19.976,21.227,18,7.948,9.434,NaN,2.264,2,2.807,11,12.642,4.67,11.415,16.3,7,NaN,10.354,12,30.189,17.359,18,6,5,4.953,17.901,21.793,24,2,6,9.741,NaN,4.009,8,7,14.104,4.764,27,8.585,6,2,34,12.4125194805195
2021-01-01 21:00:00,2.123,4.41,35,6.203,7.17,6.439,6.132,NaN,5.778,19,16,10.5,3,17,17,16,2.995,5.094,15.33,23,7.335,18,30.519,7.288,5.802,3.797,8,2.783,5.778,3.962,8.679,11.109,3.16,6,4.811,NaN,16.557,13,NaN,14.024,NaN,18.396,11.3,14.34,20.543,13,6.203,9.623,NaN,1.958,1,3.278,9,10.519,4.222,9.623,14.8,6,NaN,8.821,13,21.132,17.17,9,5,5,6.392,15.071,14.34,16,2,5,10.731,NaN,3.986,7,9,11.981,5.684,26,5.472,7,3,35,10.4592597402597
2021-01-01 22:00:00,2.123,5.189,31,7.028,6.156,5.708,5.566,NaN,6.392,13,7,7.6,4,10,13,12,3.373,5.448,16.462,19,6.061,10,34.811,6.297,4.646,4.269,6,2.618,6.462,3.679,7.382,8.255,3.278,5,4.316,NaN,11.934,10,NaN,11.314,NaN,12.759,8.8,9.057,17.948,11,10.236,11.061,NaN,2.099,3,3.514,9,10.92,3.939,8.915,23.3,5,NaN,10.849,14,15.377,17.099,12,4,6,4.363,14.599,13.726,12,0,6,8.679,NaN,4.67,7,14,11.863,3.561,24,6.439,5,1,31,9.40441558441559
2021-01-01 23:00:00,1.934,4.434,30,5.731,5.92,5.33,5.236,NaN,6.651,14,14,8.7,5,11,10,12,2.524,3.538,12.382,19,6.132,12,31.321,5.165,5.165,3.915,3,2.807,5.943,10.637,6.651,6.321,2.524,3,4.245,NaN,10.873,10,NaN,7.723,NaN,11.557,8,8.585,12.618,8,5.118,11.203,NaN,2.146,6,3.278,9,9.41,3.561,7.759,15.7,6,NaN,10.33,12,13.679,17.689,10,6,4,3.09,14.434,13.137,17,-2,7,8.609,NaN,2.901,8,12,8.443,4.835,18,5.142,7,2,30,8.77955844155844
2021-01-02 00:00:00,1.415,3.821,20,4.929,6.226,5.59,5.425,NaN,13.986,14,7,8.8,5,10,11,12,1.627,2.901,9.245,20,6.604,27,30.543,4.646,5.071,3.396,5,2.5,5.283,4.222,6.109,5.542,2.736,2,3.868,NaN,10,8,NaN,6.831,NaN,11.321,7,8.443,9.576,10,3.656,12.193,NaN,2.005,5,2.547,8,8.609,3.632,7.217,11.2,5,NaN,10.354,13,12.311,16.84,10,6,2,2.123,13.585,11.486,9,1,5,7.712,NaN,2.264,8,10,9.764,4.67,18,4.481,6,2,17,8.05590909090909
2021-01-02 01:00:00,1.038,3.255,18,5.59,5.731,5.425,5.165,NaN,8.609,13,3,6.7,7,9,7,9,1.368,1.509,8.066,13,6.109,1,28.349,3.915,3.962,3.514,7,2.571,4.528,3.774,5.873,5.33,2.972,1,4.057,NaN,8.962,6,NaN,6.451,NaN,8.16,5.2,7.264,8.679,7,2.406,13.915,NaN,1.863,3,2.146,8,6.863,2.476,6.321,9.9,1,NaN,10.967,8,11.58,16.297,7,4,3,1.675,10.826,11.014,9,2,5,8.042,NaN,1.769,6,6,8.679,6.604,15,5.495,3,-1,16,6.58394805194805
2021-01-02 02:00:00,0.59,2.594,17,5.118,5.165,4.67,4.693,NaN,7.453,12,3,3.8,6,8,6,5,1.061,1.061,8.278,14,4.835,0,24.033,3.278,4.528,3.208,7,1.958,4.009,2.783,5.613,5.165,2.453,1,3.208,NaN,8.726,6,NaN,6.331,NaN,7.972,7.1,6.84,7.476,11,2.075,14.41,NaN,2.028,4,1.462,8,4.245,2.264,5.448,7.5,-1,NaN,12.123,9,10.684,19.127,7,2,4,1.439,9.033,10.425,8,0,5,8.561,NaN,2.854,6,3,10.991,6.061,10,5.189,1,-1,9,5.97296103896104
2021-01-02 03:00:00,0.519,2.335,15,3.632,5.542,4.906,5.118,NaN,7.807,9,2,5.5,7,5,10,5,0.991,1.368,7.335,14,4.505,0,20.684,2.972,5.425,3.491,7,1.675,4.104,1.863,5.071,4.623,2.241,1,2.925,NaN,7.925,5,NaN,6.814,NaN,7.901,7.8,7.453,7.83,8,1.061,17.736,NaN,1.91,4,1.486,9,2.972,2.382,4.811,4.6,0,NaN,13.16,10,9.835,18.137,7,1,3,1.061,8.538,10.118,9,-2,4,8.019,NaN,2.972,5,6,10.071,6.698,7,6.061,1,-2,5,5.6751038961039
2021-01-02 04:00:00,0.472,2.17,11,3.42,6.109,5.071,5.542,NaN,2.17,11,2,5.4,5,6,7,8,1.368,2.901,6.509,12,4.198,-1,17.5,2.476,6.203,4.929,8,1.675,2.429,1.179,4.788,4.41,2.241,-1,2.571,NaN,8.019,4,NaN,5.89,NaN,8.231,6.6,7.052,7.288,7,1.321,17.453,NaN,1.934,2,2.005,7,3.066,1.887,4.222,6.9,0,NaN,12.288,11,10.472,17.594,7,5,3,0.991,7.476,10.495,6,-3,2,8.302,NaN,3.632,4,5,9.953,5.212,6,3.75,1,-5,-1,5.15277922077922
2021-01-02 05:00:00,0.448,2.099,12,3.184,5.542,4.741,4.646,NaN,1.745,10,3,5.1,3,6,6,6,3.325,4.505,5.189,10,4.623,0,9.127,2.382,6.25,5.66,5,1.627,1.722,0.755,5,4.481,2.359,2,3.443,NaN,7.618,6,NaN,6.106,NaN,8.679,6.6,6.675,7.736,10,1.297,21.415,NaN,1.722,2,2.783,11,6.274,2.759,4.552,4.9,-1,NaN,11.486,7,10.118,7.193,6,6,3,1.462,6.934,10.236,6,-4,2,8.184,NaN,3.137,5,3,10.519,2.665,5,1.816,2,-3,0,4.93271428571429
2021-01-02 06:00:00,0.259,2.028,10,2.5,4.811,4.08,4.269,NaN,1.84,8,1,4.6,3,10,6,4,4.245,5.519,5.283,9,5.094,2,8.231,2.075,6.533,6.179,5,1.25,1.509,0.401,5.731,5.118,2.524,3,2.948,NaN,7.877,4,NaN,4.799,NaN,8.09,5.6,5.778,6.863,7,0.731,19.151,NaN,1.627,5,3.231,10,7.146,4.835,4.269,4.6,1,NaN,10.637,5,10.377,13.656,3,3,2,2.146,5.755,10.519,8,NaN,3,7.83,NaN,2.854,6,4,9.882,1.722,12,1.934,2,0,1,5.0781052631579
2021-01-02 07:00:00,0.307,1.792,8,1.816,5.142,4.269,4.906,NaN,3.208,6,0,11.2,3,11,6,5,6.58,7.264,5.094,10,4.34,1,8.986,1.769,5.991,6.085,6,1.25,1.651,0.354,5.189,4.599,2.807,1,2.783,NaN,7.406,7,NaN,5.698,NaN,6.203,5.8,4.835,5.071,8,0.825,16.863,NaN,1.698,3,3.467,11,6.675,5.307,4.67,4.6,5,NaN,11.321,5,10.283,15.59,3,0,3,2.5,5.495,9.528,11,-6,3,7.406,NaN,2.759,6,5,9.08,1.698,10,1.486,1,-2,1,4.9954025974026
2021-01-02 08:00:00,0.613,1.769,8,1.91,4.693,5.094,4.717,NaN,6.698,7,-1,5,3,11,5,5,6.368,16.415,4.057,12,4.575,-1,7.877,1.604,4.623,5,5,1.274,2.099,0.472,4.693,4.316,3.16,1,4.127,NaN,5.991,5,NaN,6.179,NaN,4.976,4.5,4.363,5.142,8,0.778,15.991,NaN,1.604,6,3.325,13,6.816,7.052,4.646,4.7,4,NaN,9.057,4,9.434,15.142,5,-2,8,2.429,5,8.915,12,-4,2,8.042,NaN,2.028,4,8,11.439,1.651,9,1.226,1,0,2,5.08545454545455
2021-01-02 09:00:00,0.519,1.604,8,2.264,5.425,5.236,3.939,NaN,7.335,8,5,1.9,3,18,7,5,7.453,14.481,3.821,9,6.061,3,8.939,1.769,4.245,4.528,3,1.604,2.359,0.472,5.354,4.906,3.892,5,4.906,NaN,4.882,2,NaN,4.606,NaN,3.585,4.4,2.995,5.991,6,1.651,14.906,NaN,1.651,6,5.118,11,6.651,7.736,4.434,6.6,1,NaN,10.283,4,7.17,18.585,4,0,10,2.901,4.363,6.25,9,-4,2,8.75,NaN,2.618,3,10,12.665,1.486,9,0.92,6,2,0,5.3144025974026
2021-01-02 10:00:00,0.66,1.84,7,2.854,5.873,5.566,5.307,NaN,11.085,6,11,6.1,3,19,6,10,7.948,11.816,3.703,12,6.486,4,7.099,1.934,4.599,4.458,2,1.887,2.783,0.66,5.802,5.33,4.08,8,6.604,NaN,3.019,2,NaN,4.145,NaN,2.264,3.2,2.995,5.283,7,1.061,16.58,NaN,1.958,2,5.66,12,5.142,7.264,3.797,5.8,2,NaN,10.566,6,4.269,20.59,4,5,7,3.538,3.656,2.948,6,-2,3,9.127,NaN,3.561,3,8,28.137,2.429,8,0.755,5,-1,-2,5.65218181818182
2021-01-02 11:00:00,0.991,2.406,6,3.019,4.693,5.283,3.585,NaN,8.467,4,8,4.5,5,22,1,6,3.137,4.859,4.08,11,5.755,2,6.58,1.981,5.094,5,5,2.594,3.396,1.25,5.448,5.236,3.844,6,7.618,NaN,2.712,3,NaN,3.64,NaN,2.524,5.1,3.585,5.212,5,0.519,15.283,NaN,1.981,1,7.123,9,4.481,8.609,3.514,2.7,6,NaN,12.028,4,3.42,19.741,6,3,6,3.066,3.774,2.83,3,-1,3,12.5,NaN,3.396,6,8,45.755,3.42,9,1.651,2,-1,-2,5.49844155844156
2021-01-02 12:00:00,0.967,1.226,5,2.453,4.788,3.679,2.901,NaN,5.047,6,3,6.9,4,24,2,12,2.453,4.104,5.118,8,5.307,2,4.835,2.264,5.637,5.401,2,2.476,4.316,1.958,6.627,6.415,2.052,2,7.406,NaN,2.453,5,NaN,3.665,NaN,3.019,2.7,3.939,4.151,6,2.854,17.453,NaN,2.83,4,7.005,10,4.882,8.066,4.434,5.4,9,NaN,11.439,3,2.807,20.165,6,3,7,2.288,3.467,2.382,2,3,6,12.665,NaN,3.349,10,20,29.646,3.679,8,2.83,1,0,0,5.64802597402597
2021-01-02 13:00:00,0.92,0.377,17,2.005,5.283,4.599,4.953,NaN,3.939,5,-1,5.2,6,17,2,10,2.5,4.292,4.057,9,3.278,4,4.528,2.854,6.91,6.887,0,2.476,3.75,2.83,7.429,6.533,2.453,5,6.132,NaN,2.807,5,NaN,3.356,NaN,3.609,6.1,3.491,4.387,5,1.509,19.363,NaN,2.759,1,4.528,8,3.844,10.071,5.071,7.7,6,NaN,8.609,3,2.594,18.514,6,4,6,3.373,4.198,2.382,-2,2,8,18.184,NaN,2.5,17,20,18.491,2.877,8,3.491,2,2,1,5.63627272727273
2021-01-02 14:00:00,1.085,0.542,10,2.311,8.184,5.071,4.741,NaN,2.571,3,0,7.1,6,11,1,17,2.783,5.024,3.939,7,3.349,4,3.939,3.019,7.17,7.759,-1,2.429,5.142,2.217,5.495,2.618,2.382,5,6.981,NaN,3.75,4,NaN,2.722,NaN,3.16,1.1,2.877,2.901,4,1.392,16.25,NaN,2.547,1,5.189,14,4.717,11.274,3.137,7.7,3,NaN,9.316,4,3.16,14.835,4,2,10,4.269,3.892,2.5,4,0,6,18.09,NaN,2.476,13,21,5.778,3.396,6,4.363,3,-1,0,5.16418181818182
2021-01-02 15:00:00,1.203,0.637,8,2.925,7.854,6.344,8.561,NaN,4.222,5,1,10,4,9,2,7,4.741,15.024,3.821,14,5.495,10,4.104,3.208,8.467,8.208,5,1.816,4.245,5.354,7.948,9.292,3.821,9,7.524,NaN,3.632,5,NaN,3.525,NaN,3.184,7,5.236,4.434,6,1.203,11.698,NaN,1.509,1,7.335,13,4.859,6.533,2.264,9.8,3,NaN,10.849,5,2.925,7.335,5,7,13,6.274,4.717,2.547,7,3,4,10.354,NaN,2.689,11,6,6.958,4.34,11,3.868,5,0,-1,5.81664935064935
2021-01-02 16:00:00,1.816,0.59,5,4.175,10.519,9.458,8.915,NaN,5.142,5,9,8.5,2,17,3,16,7.429,8.491,4.623,14,9.316,10,3.774,3.939,3.467,2.759,5,1.91,3.137,5.354,10.967,12.5,3.656,6,5.495,NaN,2.712,6,NaN,3.463,NaN,5.59,4.4,5.637,5.236,9,1.368,8.302,NaN,0.825,-1,8.042,9,7.642,6.91,2.524,4.4,3,NaN,11.557,6,3.396,13.373,5,5,11,7.547,3.585,6.061,6,1,4,11.25,NaN,2.665,11,6,10.849,6.486,7,4.882,6,3,-2,6.12511688311688
