Datetime,Aberdeen,AuchencorthMoss,BarnstapleA39,BelfastCentre,BirminghamA4540Roadside,BirminghamAcocksGreen,BirminghamLadywood,BirminghamTyburn,BlackpoolMarton,Bournemouth,BristolStPaul_s,CamdenKerbside,CardiffCentre,CarlisleRoadside,ChathamRoadside,ChepstowA48,ChesterfieldLoundsleyGreen,ChesterfieldRoadside,ChilboltonObservatory,ChristchurchBarrackRoad,CoventryAllesley,DerryRosemount,Eastbourne,EdinburghStLeonards,GlasgowHighStreet,GlasgowTownhead,Grangemouth,GreenockA8Roadside,HullFreetown,Inverness,LeamingtonSpa,LeamingtonSpaRugbyRoad,LeedsCentre,LeedsHeadingleyKerbside,LeicesterUniversity,LiverpoolSpeke,LondonBexley,LondonBloomsbury,LondonEltham,LondonHarlington,LondonHarrowStanmore,LondonHonorOakPark,LondonMaryleboneRoad,LondonN_Kensington,LondonTeddingtonBushyPark,LondonWestminster,LoughNavar,ManchesterPiccadilly,Middlesbrough,Narberth,NewcastleCentre,Newport,NorthamptonSpringPark,NorwichLakenfields,NottinghamCentre,OxfordStEbbes,PlymouthCentre,PortTalbotMargam,Portsmouth,Preston,ReadingNewTown,RochesterStoke,SalfordEccles,SaltashCallingtonRoad,SandyRoadside,SheffieldBarnsleyRoad,SheffieldDevonshireGreen,SouthamptonCentre,Southend_on_Sea,Stanford_le_HopeRoadside,Stockton_on_TeesA1305Roadside,Stockton_on_TeesEaglescliffe,Stoke_on_TrentCentre,StorringtonRoadside,SunderlandSilksworth,SwanseaRoadside,Warrington,WiganCentre,WirralTranmere,WorthingA27Roadside,Wrexham,YorkBootham,YorkFishergate,BrightonPrestonPark,Average
2020-01-01 01:00:00,35.873,6.109,30,36.415,25.071,67.312,27.264,NaN,24.104,23,40,36.3,NaN,32,48,31,30.047,26.014,30.495,18,20.094,17,41.958,7.476,16.156,16.462,29,14.432,55.236,NaN,20.637,20.495,27.9,25.1,12.5,22,38,35.6,36.3,55.137,NaN,58.562,58.1,35.189,NaN,42,7.83,NaN,17,17.83,8.2,33.255,41,12.83,23.538,31.958,28.5,21.1,21.627,38.349,51.7,35.401,16.226,31,NaN,56,33.019,28.844,35.802,32,16,14,27.028,NaN,12.335,25,31,25.354,21.179,41,33.797,18.4,13,NaN,28.9792
2020-01-01 02:00:00,5.825,6.156,30,31.604,22.335,20.33,25.024,NaN,22.877,16,27,39.5,NaN,29,45,35,27.547,27.382,23.137,16,19.481,21,39.128,5.943,22.052,22.123,24,17.724,67.264,NaN,19.245,20.33,32.4,27.5,10.4,17,48.1,42.5,61.7,70.347,NaN,46.745,43.2,36.25,45.495,48,7.264,23.514,8.5,19.835,7.7,31.344,19,14.434,19.811,32.783,26.7,25,27.099,20.401,39.7,38.703,20.826,28,NaN,32,26.321,26.368,32.925,34,8,10,23.326,NaN,10.896,21,15,16.061,15.92,40,17.335,14,13,NaN,26.291038961039
2020-01-01 03:00:00,3.679,8.726,34,15.826,20.967,20.59,22.995,NaN,27.594,5,22,57.8,NaN,30,36,30,30.071,30.283,19.953,12,19.151,11,41.156,7.925,17.925,19.057,19,17.901,25.778,NaN,21.51,22.712,30.1,27.9,13.4,18,46.9,42.3,45.6,45.738,NaN,45.896,43,39.623,46.321,52,6.509,12.618,10.3,20.637,14,30.519,27,18.986,19.057,35.661,28.8,25.9,27.854,14.693,34.7,39.481,15.212,17,NaN,34,26.179,27.359,32.642,32,7,11,20.566,NaN,9.717,17,18,16.274,16.722,37,17.453,13.2,13,NaN,24.6157922077922
2020-01-01 04:00:00,3.066,9.693,35,13.443,22.052,20.967,24.811,NaN,24.481,8,18,46.2,NaN,14,26,30,31.085,32.618,19.528,8,21.533,8,37.901,8.184,14.033,17.123,20,18.262,10.047,NaN,24.882,26.462,30.8,30.5,19.5,14,46.1,45.6,42.9,45.024,NaN,39.552,42.8,41.179,42.382,48,6.981,12.854,18,22.5,17,30.708,32,26.109,19.953,35.472,25.8,19.8,26.486,14.34,37.7,42.736,12.429,18,NaN,28,23.962,21.297,33.679,36,14,20,18.396,NaN,8.656,17,25,15.826,18.915,36,18.915,16.9,11,NaN,24.2093766233766
2020-01-01 05:00:00,3.986,10.542,26,13.774,23.16,24.363,25.873,NaN,21.439,12,19,39,NaN,14,18,32,20.26,17.877,21.462,13,24.764,7,36.344,8.349,13.326,16.557,17,15.995,11.769,NaN,29.198,30.637,34.4,29.8,24.2,25,39.6,40.4,39.9,41.227,NaN,39.293,36.8,40.118,38.585,43,8.042,14.34,13.9,22.241,22.4,31.816,33,24.693,22.028,35.354,21.9,20.2,24.269,15.708,42.7,37.028,12.901,24,NaN,27,19.835,22.217,33.113,31,11,20,20.236,NaN,8.443,17,18,16.014,19.906,35,18.278,13.8,9,NaN,23.4462337662338
2020-01-01 06:00:00,2.712,9.623,31,14.269,28.184,28.774,28.184,NaN,19.127,15,21,38.7,NaN,11,28,25,14.552,14.34,22.241,18,31.25,6,36.934,9.269,12.594,16.25,19,14.293,13.632,NaN,32.783,33.797,31.2,28.5,27.4,20,34.3,39.6,38.2,40.573,NaN,39.34,39.2,39.387,38.326,41,9.363,15.991,17.4,25.118,21,31.58,36,27.571,22.429,34.411,17.6,15.9,19.741,16.344,42.7,36.368,14.623,22,NaN,14,18.538,24.528,32.925,27,7,18,20.826,NaN,8.632,21,20,16.698,19.528,32,18.16,17.5,19,NaN,23.5585454545455
2020-01-01 07:00:00,2.995,8.113,34,17.995,32.712,31.887,33.585,NaN,19.245,13,21,36.5,NaN,18,32,29,16.109,15.826,20.778,18,35.566,12,34.953,10.071,12.5,15.566,15,10.13,16.863,NaN,31.981,33.561,29.7,22.1,28.4,23,28.4,39.5,34.6,40.618,NaN,38.538,38.7,39.293,36.793,39,7.005,17.005,16.6,25.142,19.7,30.967,39,27.83,27.5,34.34,17.4,17.5,17.901,18.184,39.7,31.557,16.368,23,NaN,18,17.736,28.396,33.278,26,6,17,20.59,NaN,9.151,21,27,17.854,20.472,44,20.401,16.4,16,NaN,24.0721428571429
2020-01-01 08:00:00,2.972,8.75,33,22.028,33.939,32.524,35.26,NaN,20.377,21,21,36.9,NaN,24,33,30,15.778,16.156,21.58,25,34.576,11,34.34,9.104,12.123,13.326,16,8.508,21.816,NaN,33.514,34.01,25.2,20.4,28.8,21,28.2,35,24.4,40.352,NaN,37.5,39.3,37.995,36.321,39,6.958,20.142,16.4,25.519,16.4,25.165,42,30.401,30.637,35.189,17.2,18.7,33.467,20.755,39.7,26.014,19.033,21,NaN,13,18.679,29.481,32.736,25,9,16,21.038,NaN,11.863,19,25,20.307,20.425,32,20.377,20.4,21,NaN,24.3511038961039
2020-01-01 09:00:00,3.255,9.693,35,22.052,30.377,27.877,30.731,NaN,22.429,28,11,35.4,NaN,19,30,26,14.859,15.377,29.505,22,35.307,10,31.156,8.538,9.458,10.189,14,10.714,26.156,NaN,32.712,32.736,23.4,19.5,34.1,22,26.5,39.3,26.7,38.778,NaN,32.83,37.3,37.194,34.458,42,6.274,20.448,19.1,24.222,18.4,24.859,40,33.797,33.632,36.179,17.7,20.8,40.071,21.297,32.7,27.736,20.943,15,NaN,18,19.953,34.269,35.378,27,6,19,22.193,NaN,14.788,20,29,23.373,22.359,32,26.958,24.4,26,NaN,24.6936363636364
2020-01-01 10:00:00,3.609,9.292,30,23.373,27.453,24.859,28.892,NaN,25.967,27,16,33.2,NaN,22,33,25,16.816,19.434,32.288,29,27.807,9,27.854,8.326,10.59,12.005,12,12.793,22.524,NaN,31.274,32.594,22.7,19.3,34.9,27,26.1,37.1,29.6,42.653,NaN,28.821,34.3,33.821,36.604,41,6.226,21.486,16.5,23.396,11.4,24.458,42,37.335,35.189,36.344,19.4,22.2,40.637,22.382,36.7,31.25,21.203,20,NaN,21,20.731,35.401,31.132,27,8,14,23.491,NaN,17.547,18,30,25.377,24.458,33,25.944,23.6,14,NaN,24.7874805194805
2020-01-01 11:00:00,4.929,9.599,30,23.844,26.156,23.868,26.392,NaN,25.92,24,15,31.9,NaN,21,33,19,25.967,25.967,26.604,NaN,27.335,6,26.227,7.925,12.524,13.821,11,13.476,23.774,NaN,31.769,33.538,23,20.3,35.7,29,30.8,35.9,32.5,41.528,NaN,30.142,30.8,33.255,36.863,36,5.613,21.84,19.8,23.326,14.1,19.623,33,37.925,37.807,37.406,22.5,21,41.368,23.986,38.7,35.33,22.783,22,NaN,24,23.656,30.425,32.925,24,9,15,20.637,NaN,17.877,20,36,27.005,24.599,35,26.392,21,19,NaN,25.012447368421
2020-01-01 12:00:00,6.439,10.071,21,23.349,21.84,25.613,22.028,NaN,27.453,24,18,34.2,NaN,13,34,20,30.59,30.236,23.231,27,31.321,11,24.293,7.476,13.797,15.189,14,14.91,27.783,NaN,31.368,32.382,28.9,20.9,37.1,28,29.9,38.1,31.8,38.986,NaN,32.83,35.3,35.142,36.156,37,5.495,27.005,21.9,24.293,16.8,16.698,35,37.264,39.057,35.401,14.2,20.1,36.344,26.557,28.7,39.316,28.42,14,NaN,26,27.807,29.434,34.01,30,8,16,27.406,NaN,16.84,19,32,30.778,24.363,33,25.873,22.4,19,NaN,25.3784935064935
2020-01-01 13:00:00,9.976,11.226,19,22.099,22.406,23.609,23.16,NaN,27.264,26,20,38,NaN,15,32,17,34.033,33.962,21.934,26,29.859,9,25.047,10.307,15.094,16.51,16,15.597,29.953,NaN,27.618,29.151,28.4,26.6,34.8,24,32.8,39,31.9,30.465,NaN,34.67,39.8,35.354,33.703,38,5.637,27.359,21,22.712,21.5,14.41,33,38.043,35.495,30.755,13.1,13.1,29.151,25.637,21.7,39.741,27.547,20,NaN,29,30.401,27.925,34.411,36,6,19,27.76,NaN,17.453,13,31,32.17,23.868,22,24.788,19.5,20,NaN,25.0709090909091
2020-01-01 14:00:00,12.571,13.585,15,15.566,22.877,20.967,25.212,NaN,19.363,24,24,38.5,NaN,24,36,24,32.972,32.547,22.712,22,20.92,9,26.462,12.689,17.335,19.127,17,15.285,37.382,NaN,18.538,21.061,32.5,30,31.6,26,34.8,38.8,31.4,26.602,NaN,35.778,39.5,36.014,31.958,36,4.929,26.675,23.1,17.665,22.3,13.349,26,41.604,29.151,23.373,10.8,10.6,25.024,26.486,14.7,37.995,25.873,18,NaN,32,31.227,20.731,34.929,34,7,19,25.448,NaN,20.071,14,27,26.91,22.854,17,23.16,29,27,NaN,24.4230779220779
2020-01-01 15:00:00,8.703,15.212,10,10.519,21.439,20.212,22.052,NaN,16.061,25,20,38.7,NaN,24,38,25,28.561,28.986,23.844,26,19.623,8,27.311,12.642,17.335,18.797,17,13.486,40.613,NaN,14.481,15.873,33.7,29.9,22.8,23,35,32.7,32,28.04,NaN,33.679,39.4,36.651,31.392,39,5.047,27.17,24.1,14.693,20.3,14.764,20,43.467,28.444,23.538,16.5,9.7,27.453,26.486,14.7,35.944,27.382,9,NaN,26,31.816,17.453,34.741,30,6,18,24.41,NaN,20.33,17,33,26.344,20.495,24,23.208,29,26,NaN,23.6519090909091
2020-01-01 16:00:00,9.387,15.731,6,9.717,20.33,16.297,20.448,NaN,16.675,27,15,36.2,NaN,23,30,32,23.137,22.925,19.788,32,16.368,14,29.057,12.901,17.783,19.505,17,11.859,41.368,NaN,11.439,15.33,34,23.2,19.7,25,32.8,29.9,30.3,27.703,NaN,35.472,40.6,29.811,21.934,33,4.882,27.877,23.8,7.972,22,15.495,20,41.179,24.033,27.194,19.5,7.9,24.41,26.439,13.7,36.014,27.972,10,NaN,31,28.467,15.826,35.991,33,7,21,24.34,NaN,20.613,19,32,27.524,24.033,20,23.915,29.3,29,NaN,22.9615714285714
2020-01-01 17:00:00,11.533,15.92,12,9.741,17.123,17.146,17.571,NaN,22.477,35,18,33.5,NaN,22,35,23,23.703,22.712,21.462,41,14.198,14,32.241,14.434,18.137,20.142,19,15.767,40.802,NaN,11.038,12.854,28,21.1,19,24,31.8,31.8,31.4,21.932,NaN,32.382,36.4,23.797,29.01,33,5.236,26.109,23.6,13.137,24.4,20.991,20,45.118,24.788,26.014,17.2,7.6,13.326,28.255,19.7,34.481,27.17,10,NaN,40,25.778,21.462,31.863,35,11,27,26.769,NaN,22.311,22,31,31.698,25.778,26,27.5,38,40,NaN,23.9663116883117
2020-01-01 18:00:00,14.033,16.557,14,13.326,18.467,19.458,17.17,NaN,28.962,24,16,26.6,NaN,21,35,29,25.543,24.528,18.962,25,15.991,10,30.802,14.67,17.406,19.316,20,10.769,34.953,NaN,13.349,14.316,29.6,26.5,15.8,26,31.3,30.5,30.9,15.413,NaN,31.816,33.5,23.679,29.293,32,5.613,27.76,26.8,18.726,29,22.972,17,38.892,25.66,23.396,18.4,12.8,10.425,29.151,24.7,32.5,27.712,15,NaN,26,25.118,21.533,29.41,44,12,28,27.689,NaN,24.057,14,31,34.198,27.099,32,32.241,38.2,49,NaN,23.9939090909091
2020-01-01 19:00:00,12.524,15.731,18,13.939,23.326,19.67,24.977,NaN,32.665,13,11,29.9,NaN,24,32,37,24.906,25.896,15.826,16,18.113,12,30.967,14.505,14.67,15.778,16,9.959,31.84,NaN,23.962,24.316,30.2,28.4,13.8,28,30,30.8,27,19.583,NaN,28.538,32.5,30.071,23.679,34,5.92,29.835,23.5,17.618,29.7,25.755,24,39.104,21.816,20.849,19.2,15.3,11.91,28.892,21.7,31.014,30.448,20,NaN,39,25.731,18.561,23.844,31,10,27,28.137,NaN,20.613,15,34,33.467,27.264,33,35.165,34.7,45,NaN,24.117974025974
2020-01-01 20:00:00,11.25,14.717,24,13.396,22.618,22.076,24.764,NaN,33.538,10,16,31.3,NaN,27,27,34,22.311,21.321,15.802,8,27.618,15,32.241,15.377,17.359,18.443,18,11.222,28.679,NaN,27.028,29.222,29.8,29.4,16.8,31,30.7,27.7,25.6,27.918,NaN,27.311,31.2,27.618,19.505,30,7.005,29.694,17.6,12.311,34.1,23.75,30,39.505,15.613,19.741,21,13.6,13.491,28.491,17.7,34.245,30,29,NaN,39,26.061,19.269,23.538,34,8,24,25.212,NaN,18.208,12,37,34.458,33.043,28,35.425,35.3,36,NaN,24.1453766233766
2020-01-01 21:00:00,12.099,15.33,23,14.599,27.146,25.071,26.533,NaN,31.887,11,15,24.3,NaN,26,27,30,21.58,20.755,16.51,8,30.543,10,32.005,16.84,18.939,20.165,15,12.465,27.005,NaN,26.557,28.42,36.2,33.7,30.2,33,31.1,24.8,26.4,22.25,NaN,24.906,24,20.778,20.566,27,5.731,29.01,24.3,10.943,30.6,24.269,28,38.113,18.137,19.387,27.5,12.6,14.953,28.231,25.7,35.472,28.821,24,NaN,28,26.132,12.712,25.354,31,9,24,19.788,NaN,17.642,11,36,35.731,30.566,31,34.198,33.9,25,NaN,23.707
2020-01-01 22:00:00,9.175,16.887,23,13.326,26.887,24.67,26.109,NaN,32.453,13,16,22.3,NaN,19,20,30,22.217,21.793,14.953,6,30.873,14,32.618,17.76,19.033,20.684,17,17.361,24.646,NaN,26.132,28.538,33.2,38.1,29.3,26,32.1,24.4,28.3,25.859,NaN,26.321,24.3,21.344,24.127,22,5.283,25.142,25.6,7.712,23.8,21.392,28,38.373,23.373,21.793,25.8,15.4,23.019,28.043,25.7,33.113,25.755,21,NaN,26,24.175,10.472,19.67,25,10,23,17.618,NaN,16.179,9,29,33.679,28.278,9,28.585,33.6,30,NaN,22.7703896103896
2020-01-01 23:00:00,8.302,15.684,15,12.052,22.736,21.816,22.736,NaN,30.755,9,12,25.3,NaN,22,28,23,20.873,20.613,10.755,10,31.297,11,31.415,17.241,18.137,20.118,16,13.821,21.533,NaN,26.227,28.444,36.4,33.7,26.7,21,24.9,22.5,18.5,26.024,NaN,21.297,26.9,20,24.693,24,4.764,18.75,23,4.741,21,19.293,29,32.5,31.863,16.156,27.1,16.3,24.222,26.179,24.7,31.321,20.401,23,NaN,25,22.264,10.755,12.594,23,10,26,15.33,NaN,16.698,10,27,28.349,22.335,9,19.929,29.5,26,NaN,21.0456233766234
2020-01-02 00:00:00,8.986,15.708,21,9.481,19.104,19.458,19.717,NaN,28.113,5,12,20.7,NaN,21,18,16,18.538,18.656,11.557,8,29.198,8,25.66,14.764,17.028,18.349,18,10.358,18.396,NaN,23.019,25.495,35.2,30.7,24.2,14,24.2,19.7,18.9,24.821,NaN,15.354,21.1,18.609,17.689,23,4.599,12.877,23.5,4.623,20.3,17.736,34,27.712,26.958,10.542,27,16.4,25.896,22.877,19.7,20.448,14.009,19,NaN,18,18.019,10,16.533,33,14,22,15.425,NaN,15.778,11,20,21.863,17.854,19,12.783,26.5,28,NaN,18.8920779220779
2020-01-02 01:00:00,10.991,10.92,13,6.816,16.109,15.849,18.043,NaN,25.425,5,10,19.097,NaN,26,17,18,14.481,16.109,11.321,7,23.396,8,24.175,12.948,11.132,11.934,16,7.251,22.594,NaN,16.887,18.609,24.1,10.6,21.5,11,17.7,17.7,9.1,18.052,NaN,10.778,18.8,14.387,14.033,17,4.151,11.109,17.9,5.92,20.9,18.16,21,21.604,25.637,12.099,21.8,14.5,20.024,17.83,20.7,10.59,11.557,17,NaN,11,12.948,10.542,8.609,16,9,23,13.349,NaN,15.401,10,20,16.863,13.892,15,10.943,25.7,22,NaN,15.3969480519481
2020-01-02 02:00:00,8.939,8.892,12,6.344,15.778,14.976,16.109,NaN,20.755,5,10,10.898,NaN,23,17,16,11.533,12.665,12.123,11,16.109,7,21.415,7.877,6.156,6.792,8,7.193,28.679,NaN,12.123,13.09,14.1,10.5,19.6,12,18.1,14.1,7.5,13.868,NaN,9.151,15.7,11.745,13.373,12,3.491,10.731,19.5,6.156,17,16.698,24,23.326,22.241,12.005,16.8,9.6,14.788,13.656,16.7,10.613,11.297,7,NaN,6,9.906,11.203,8.915,13,8,22,12.123,NaN,13.113,8,14,14.057,10.66,10,10.307,25.8,19,NaN,13.1281688311688
2020-01-02 03:00:00,9.528,7.406,6,6.109,14.434,14.481,13.491,NaN,15.778,4,8,11.898,NaN,16,20,9,8.42,8.208,12.052,6,13.113,5,18.986,7.712,6.085,6.745,6,7.74,27.123,NaN,10.566,11.392,14,11.9,14.5,9,11.7,14.2,8.5,15.212,NaN,9.906,12.8,11.344,11.887,17,2.476,10.991,16.2,5.259,15.4,13.726,21,22.028,16.274,10.542,7.3,9.1,13.585,11.014,13.7,11.675,11.297,4,NaN,4,8.774,11.25,9.552,9,8,20,11.981,NaN,11.392,8,13,12.901,9.811,11,9.175,22.6,24,NaN,11.6002467532468
2020-01-02 04:00:00,7.925,7.618,8,5.189,11.156,12.571,9.976,NaN,13.491,5,11,11.898,NaN,11,12,9,7.005,6.792,12.193,6,12.17,5,13.231,7.406,6.132,6.58,6,7.909,23.349,NaN,9.34,9.976,14.7,13.5,12.4,8,11.1,10.7,8.2,14.601,NaN,9.953,12.3,11.297,12.382,14,2.594,9.811,13.5,5.283,10.4,12.594,23,15.307,13.774,11.179,7.2,4.8,12.311,10.495,10.7,14.08,10.212,4,NaN,7,8.892,9.764,10.613,16,5,17,11.061,NaN,11.085,4,14,11.297,8.915,6,7.901,18.5,13,NaN,10.3806233766234
2020-01-02 05:00:00,6.769,6.651,7,4.41,7.925,9.316,7.712,NaN,10.849,4,8,10.198,NaN,8,13,10,7.901,7.83,10,6,10.495,4,4.292,7.123,7.005,7.429,6,8.13,20,NaN,8.09,8.703,11.8,7.8,9.2,8,10.8,11.7,8,13.217,NaN,9.859,12.4,11.509,12.594,13,3.302,9.458,12.3,5.33,7.8,10.259,22,13.585,12.052,10.33,6.6,5,5.778,9.34,8.7,11.415,10.495,9,NaN,6,9.033,6.698,9.906,13,6,11,11.91,NaN,9.906,1,15,10,7.359,3,6.769,13.7,12,NaN,9.1134025974026
2020-01-02 06:00:00,7.076,6.462,5,3.396,8.326,8.019,9.009,NaN,9.717,3,10,9.599,NaN,13,9,11,7.854,7.571,5.92,4,8.585,2,3.656,6.604,7.382,7.854,6,7.69,17.476,NaN,6.91,7.241,11.7,9,9.2,8,11.5,11.4,7.4,12.854,NaN,9.788,13.8,11.769,11.627,11,3.231,9.222,8.9,2.759,10.3,8.939,16,14.009,9.835,8.231,5.7,9.3,4.269,8.844,6.7,10.873,9.859,5,NaN,6,8.962,2.83,9.269,12,4,16,13.208,NaN,8.561,3,9,10.802,6.179,2,6.486,12.5,14,NaN,8.50848051948052
2020-01-02 07:00:00,6.014,5.991,7,2.17,8.491,7.712,8.844,NaN,8.703,5,10,10.398,NaN,8,6,13,7.123,7.028,3.538,5,7.476,1,2.241,6.675,7.571,7.948,11,8.126,15.849,NaN,5.189,5.66,10.2,8.2,7.7,5,12.3,7.9,8.5,11.033,NaN,8.42,10.3,10.377,8.821,15,2.5,9.316,10.7,3.679,5.4,10.212,11,12.288,8.679,7.123,4.3,10.8,3.066,8.986,5.7,9.552,9.599,-1,NaN,8,8.609,1.91,8.75,13,4,10,11.25,NaN,8.467,2,13,11.109,6.038,6,5.896,12.2,9,NaN,7.83931168831169
2020-01-02 08:00:00,5.825,5.825,4,2.995,7.264,5.354,7.783,NaN,8.208,3,8,8.199,NaN,9,6,10,6.675,6.58,4.717,8,4.387,4,3.679,6.863,5.778,6.109,9,6.966,13.797,NaN,3.75,3.844,13.2,7.8,5.7,3,8.8,6.3,6.1,6.149,NaN,5.236,6.9,7.288,6.816,14,1.509,9.599,9,4.033,8.5,8.514,7,13.019,6.981,5.943,6,14.1,3.774,8.278,4.7,7.901,10.118,-1,NaN,7,7.807,3.467,8.09,12,6,13,9.34,NaN,9.269,3,14,10.236,5.778,6,6.792,11.3,14,NaN,7.24590909090909
2020-01-02 09:00:00,6.132,4.41,0,4.245,6.25,4.882,6.533,NaN,8.679,5,6,6.399,NaN,10,18,10,6.745,6.604,3.632,9,4.717,4,3.561,5.967,3.75,4.08,5,5.418,11.627,NaN,4.788,4.929,11.1,9.2,7.4,7,10.7,8,6.3,4.734,NaN,5,9.5,5.637,5.613,10,0.825,9.222,9.8,3.538,6.9,7.288,9,12.311,4.316,4.387,4.9,13.6,4.41,7.83,2.7,5.59,9.434,0,NaN,6,7.571,3.774,5.708,8,5,7,8.137,NaN,8.939,4,17,10.142,5.66,4,6.462,12,9,NaN,6.81787012987013
2020-01-02 10:00:00,6.415,2.594,5,3.491,7.264,5.401,6.58,NaN,8.538,5,5,3.499,NaN,14,6,8,6.486,6.958,3.679,8,5.896,2,3.255,3.396,3.75,4.033,4,4.53,9.175,NaN,3.774,3.939,9,9,6,5,8.7,6.3,5.2,3.76,NaN,4.976,5.7,4.552,2.877,9,0.802,7.311,7.1,3.679,7.7,6.179,6,11.863,4.717,4.575,6.9,12.4,3.726,7.83,1.7,5.024,7.759,2,NaN,5,7.052,4.08,4.269,4,3,5,7.712,NaN,7.547,5,7,9.41,5.566,4,4.976,10.1,6,NaN,5.80123376623376
2020-01-02 11:00:00,6.085,1.792,5,3.09,6.25,5.142,6.038,NaN,8.467,8,7,3.699,NaN,10,21,9,6.179,6.462,3.774,13,4.316,4,3.066,2.099,5.33,5.731,5,5.656,6.462,NaN,4.41,4.363,10.7,6.4,4.3,6,5.5,5.2,4.5,3.8,NaN,3.561,6.5,3.325,2.382,9,0.802,6.745,9.2,4.34,6.4,4.906,8,8.632,5.542,4.481,6.1,9.2,5.425,7.052,1.7,6.533,6.368,3,NaN,5,6.675,4.859,4.67,5,4,3,6.958,NaN,7.193,5,NaN,7.712,5.778,1,3.868,10.9,3,NaN,5.79760526315789
2020-01-02 12:00:00,3.892,1.038,2,3.302,5.33,4.505,5.071,NaN,8.184,6,6,3.799,NaN,NaN,6,9,5.637,5.802,4.764,NaN,4.906,1,2.972,1.675,4.953,5.165,5,5.171,6.156,NaN,4.929,4.835,11,6.1,1.8,4,5.9,5.2,2.2,3.357,NaN,3.609,5.1,3.113,2.5,6,0.873,6.934,6.2,5.047,5.9,4.882,10,5.802,5.967,3.844,9.6,14.6,6.014,6.509,0.7,5.047,6.156,7,NaN,NaN,6.203,5.59,5.118,5,3,4,7.359,NaN,8.09,4,NaN,7.099,3.656,2,3.962,10.2,6,NaN,5.19612328767123
2020-01-02 13:00:00,2.264,0.377,2,2.807,4.929,4.009,4.528,NaN,6.109,4,7,4.299,NaN,3,8,8,5.118,5.802,5.118,NaN,4.599,1,4.08,0.873,3.16,3.325,6,3.388,6.58,NaN,4.127,4.151,10.3,NaN,2.1,4,6.1,7.3,4.1,3.97,NaN,3.538,8.2,3.491,3.491,7,1.274,7.901,6.2,5.66,8.4,5.943,8,5.896,5.896,3.844,6.9,12.1,6.226,6.179,-0.3,3.325,6.321,9,NaN,NaN,6.462,6.132,3.066,2,4,6,7.712,NaN,5.495,3,NaN,7.17,4.646,5,3.538,8.6,7,NaN,5.07971232876712
2020-01-02 14:00:00,1.557,0.472,2,3.679,5.566,5.047,5.425,NaN,5.189,7,7,6.499,NaN,4,5,8,5.024,5.024,4.906,10,4.741,3,5.212,0.825,1.392,1.486,7,3.028,6.486,NaN,4.269,4.057,7.5,4.7,2.7,5,7.4,9.8,2.9,5.428,NaN,4.693,9.6,5.142,5.165,10,3.632,6.863,4.4,4.057,6.1,6.769,5,4.741,5.566,3.986,10.9,11.3,6.509,6.203,1.7,3.632,5.802,7,NaN,-1,6.085,5.849,2.925,5,4,5,7.5,NaN,6.203,5,NaN,5.401,2.123,6,1.226,8.2,8,NaN,5.1918947368421
2020-01-02 15:00:00,1.132,0.401,6,3.892,6.509,5.637,6.203,NaN,3.09,7,8,4.199,NaN,5,2,8,4.552,4.363,3.774,9,5.259,3,5.307,0.778,1.415,1.533,4,4.571,5.708,NaN,4.623,4.67,9.8,8.3,6,3,6.6,8.4,3.3,5.43,NaN,5.189,9.2,5.354,5.189,12,3.491,6.745,5.9,6.344,5.9,6.58,7,5.542,5.92,3.868,7.7,13.9,6.368,4.741,1.7,4.623,4.953,5,NaN,2,6.038,5.118,3.939,5,2,7,5.967,NaN,4.363,7,NaN,4.575,0.967,10,2.217,9.8,5,NaN,5.32417105263158
2020-01-02 16:00:00,2.123,0.142,4,4.08,6.58,5.377,6.509,NaN,3.231,7,7,6.299,NaN,5,8,10,5.118,5.755,3.514,9,6.816,6,6.344,0.401,2.524,2.618,3,4.448,5.094,NaN,4.953,5.094,9.2,5.2,7.2,2,4.8,5.6,2.4,5.207,NaN,5.66,6.7,5.472,5.519,10,2.877,4.953,7.6,7.028,2.8,5.472,8,6.651,6.25,3.349,8.4,7.2,5.825,3.75,3.7,5.189,3.491,4,NaN,3,5.519,4.717,4.458,6,0,9,5.189,NaN,3.939,6,NaN,3.42,1.462,9,2.925,10,5,NaN,5.22555263157895
2020-01-02 17:00:00,3.561,0.259,3,4.835,6.486,6.344,6.486,NaN,4.033,6,10,5.599,NaN,4,7,11,4.811,4.599,4.623,7,6.109,6,7.311,0.802,2.854,2.736,4,4.458,5.59,NaN,5.259,5.401,7.5,10.6,3.7,0,5.8,5.6,6.1,4.217,NaN,5.849,7.2,5.259,4.552,9,5.259,3.726,7.1,5.401,3.1,5.377,11,7.5,6.863,3.726,8.6,10.9,6.627,3.137,5.7,6.415,1.722,10,NaN,13,5.495,4.222,5.613,2,5,6,5.495,NaN,7.382,4,NaN,3.208,2.17,7,4.316,6.1,5,NaN,5.57482894736842
2020-01-02 18:00:00,2.288,0.377,7,5.967,6.486,6.085,6.179,NaN,4.788,7,8,5.999,NaN,4,7,12,4.788,4.505,5,9,6.109,10,7.217,1.014,2.5,2.594,4,4.105,6.132,NaN,5.189,5.259,8.4,6.3,5,2,9.5,6.3,3.2,3.207,NaN,5.142,7.5,4.41,3.561,9,4.292,4.953,7.8,1.958,5.7,6.368,9,6.887,5.967,3.844,9.3,19.4,6.745,4.033,3.7,7.193,2.877,9,NaN,5,4.693,4.552,6.274,9,4,4,5.448,NaN,6.415,3,NaN,5.59,3.632,5,2.972,9.2,7,NaN,5.77492105263158
