Datetime,BallymenaBallykeel,BarnsleyGawber,BelfastCentre,CardiffCentre,ChilboltonObservatory,DerryRosemount,EdinburghStLeonards,Grangemouth,HullFreetown,Ladybower,LeedsCentre,LiverpoolSpeke,LondonBloomsbury,LondonMaryleboneRoad,LondonN_Kensington,LullingtonHeath,ManchesterPiccadilly,Middlesbrough,Narberth,NottinghamCentre,PortTalbotMargam,RochesterStoke,ScunthorpeTown,SouthamptonCentre,Thurrock,WickenFen,Wrexham,BirminghamLadywood,Average
2020-01-02 06:00:00,NaN,0.97015,0.32936,NaN,0.56677,0.8168,NaN,5.84099,0.65689,NaN,0.66165,4.4477,0.9728,2.08601,NaN,0.70205,0.44808,0.8806,0.33129,NaN,7.81599,2.5961,1.06493,0.57798,0.59296,1.23469,NaN,0.53606,1.62523095238095
2020-01-02 07:00:00,NaN,0.97015,0.49403,NaN,0.68013,1.38227,NaN,3.78701,0.65689,NaN,0.79398,1.07606,0.90795,3.43182,NaN,0.70205,0.38407,1.01608,0.06626,NaN,25.89873,3.0171,0.74165,0.43349,0.39531,1.1661,NaN,0.83387,2.32547619047619
2020-01-02 08:00:00,NaN,0.45274,0.87828,NaN,0.68013,1.57076,NaN,3.53027,0.90954,NaN,0.79398,0.64563,0.9728,5.04679,NaN,0.49144,0.51209,0.94835,0.39755,NaN,32.45622,2.73644,0.85575,0.86697,0.26354,0.89172,NaN,1.01256,2.71016904761905
2020-01-02 09:00:00,NaN,1.09951,1.15274,NaN,0.62345,2.13623,NaN,5.3275,1.21272,NaN,0.52932,1.00432,1.10251,5.24866,NaN,0.63185,0.44808,1.35478,0.39755,NaN,26.03121,2.52594,1.4833,0.43349,0.39531,0.89172,NaN,1.19124,2.6295919047619
2020-01-02 10:00:00,NaN,1.48757,1.15274,NaN,0.56677,2.32473,NaN,1.54048,0.90954,NaN,0.72782,1.00432,1.16736,5.11408,NaN,0.77226,0.5761,1.15156,0.46381,NaN,18.01651,2.73644,1.42625,0.57798,0.52707,0.61735,NaN,1.19124,2.09771333333333
2020-01-02 11:00:00,NaN,1.29353,1.20764,NaN,0.45342,2.70171,NaN,0.83443,1.06113,NaN,0.66165,0.93258,0.51883,5.78699,NaN,0.63185,1.15221,0.94835,0.33129,NaN,11.52527,2.8066,5.0204,1.01147,0.32942,0.61735,NaN,1.48906,1.96738952380952
2020-01-02 12:00:00,NaN,0.90548,1.09785,NaN,0.79348,3.01586,NaN,0.70605,0.96007,NaN,0.66165,2.43906,0.9728,5.51782,NaN,0.70205,1.47227,1.08382,0.33129,NaN,30.66781,2.94693,5.3627,1.15597,0.65884,1.37188,NaN,2.2038,3.09654666666667
2020-01-02 13:00:00,NaN,0.97015,1.15274,NaN,0.90684,3.58133,NaN,0.57768,1.06113,NaN,0.66165,8.96713,0.90795,5.85428,NaN,0.84246,1.72831,1.62573,0.33129,NaN,30.93276,2.94693,2.11085,1.08372,0.52707,1.0975,NaN,1.82658,3.31876571428571
2020-01-02 14:00:00,NaN,0.51741,0.7685,NaN,0.90684,4.08397,NaN,0.12837,1.21272,NaN,0.92632,3.37164,0.77824,5.38324,NaN,1.47431,1.34424,0.94835,0.33129,NaN,18.8776,2.45577,1.3692,1.22821,0.59296,1.50907,NaN,1.66774,2.37504714285714
2020-01-02 15:00:00,NaN,0.90548,0.49403,NaN,1.07687,3.95831,NaN,0.44931,1.92015,NaN,0.72782,2.15211,1.16736,5.31595,NaN,1.26369,1.60029,0.74513,0.39755,NaN,17.61909,2.45577,2.33905,0.93922,0.59296,1.50907,NaN,1.54862,2.34180142857143
2020-01-02 16:00:00,NaN,0.8408,0.60382,NaN,1.13354,3.95831,NaN,0.19256,1.31378,NaN,0.66165,3.37164,1.10251,5.11408,1.38666,1.26369,1.47227,0.27095,0.46381,NaN,10.26676,2.5961,5.9332,0.72248,0.46119,1.50907,NaN,1.66774,2.10484590909091
2020-01-02 17:00:00,NaN,1.16418,0.49403,NaN,1.02019,4.46096,NaN,0.06419,0.75795,NaN,0.72782,14.77783,1.23222,4.71034,0.73411,1.61472,1.47227,0.54191,0.59633,NaN,9.67063,2.8066,5.9332,1.01147,0.46119,1.50907,NaN,1.60818,2.60769954545455
2020-01-02 18:00:00,NaN,2.13433,0.65871,NaN,1.19022,4.58662,NaN,0.38512,0.75795,NaN,0.79398,2.22385,1.36192,3.5664,0.73411,1.68492,1.40825,0.81287,0.72884,NaN,27.42219,3.08726,5.5909,0.86697,0.39531,1.44048,NaN,1.84643,2.89443772727273
2020-01-02 19:00:00,NaN,2.19901,0.43914,NaN,1.30358,4.58662,NaN,0.19256,0.85901,NaN,0.92632,1.07606,1.16736,3.5664,0.57098,1.47431,1.79232,0.60965,0.53007,NaN,14.83713,2.94693,5.64795,0.57798,0.13177,1.0975,NaN,1.72731,2.19363454545454
2020-01-02 20:00:00,NaN,1.55224,0.60382,NaN,1.30358,4.46096,NaN,0.06419,1.21272,NaN,0.52932,0.50216,1.10251,2.89349,0.97882,1.54451,1.47227,0.74513,0.33129,NaN,9.8031,3.22759,2.8525,0.43349,0.59296,1.64626,NaN,1.54862,1.79097863636364
2020-01-02 21:00:00,NaN,1.55224,0.27446,NaN,1.30358,4.39812,NaN,0.12837,1.06113,NaN,0.79398,0.21521,1.10251,2.55704,0.73411,1.68492,1.6643,0.60965,0.19878,NaN,12.05517,3.36792,2.22495,0.50574,0.46119,1.57766,NaN,1.66774,1.82448954545455
2020-01-02 22:00:00,NaN,1.74627,0.32936,NaN,1.30358,4.52379,NaN,0.51349,1.16219,NaN,0.66165,0.28695,1.29707,3.02808,0.89725,1.68492,1.60029,0.8806,0.53007,NaN,18.61265,3.50825,1.9397,0.65023,0.52707,1.71485,NaN,1.31037,2.21403090909091
2020-01-02 23:00:00,NaN,1.03483,0.16468,NaN,1.41693,5.27775,NaN,1.21955,2.22333,NaN,0.66165,0.28695,1.10251,2.69162,0.89725,1.89554,1.34424,0.8806,0.46381,NaN,20.33481,3.57842,1.88265,1.6617,0.32942,1.37188,NaN,1.54862,2.37585181818182
2020-01-03 00:00:00,NaN,1.03483,0.65871,NaN,1.41693,3.95831,NaN,2.50328,2.22333,NaN,0.59549,0.14347,1.03766,2.22059,0.73411,2.03595,1.21622,0.74513,0.39755,NaN,8.67707,3.22759,1.54035,2.45643,0.52707,1.37188,NaN,1.60818,1.83318772727273
2020-01-03 01:00:00,NaN,1.12184,0.95087,NaN,2.19152,4.1023,NaN,4.79038,2.28597,NaN,0.70576,1.43728,0.77787,2.51269,3.91473,3.5603,1.36421,1.71575,1.23736,NaN,11.29947,3.36231,1.21718,2.21711,0.5272,1.6457,NaN,1.42511,2.47104136363636
2020-01-03 02:00:00,NaN,1.12184,NaN,NaN,2.55047,3.51626,NaN,4.87592,3.78193,NaN,0.52932,1.07796,1.29645,1.52556,4.40407,3.84138,NaN,1.7609,NaN,NaN,11.5643,3.6425,1.21718,2.79549,0.61506,1.6457,NaN,1.26677,2.79100315789474
2020-01-03 03:00:00,NaN,0.84138,0.54858,NaN,2.38044,3.13952,NaN,3.14369,4.94172,NaN,0.59549,1.14982,1.23162,1.74991,4.48563,4.00534,1.59868,1.01591,1.06059,NaN,10.9905,3.6425,1.19816,1.73513,0.3954,1.71427,NaN,1.18759,2.39781227272727
2020-01-03 04:00:00,NaN,0.71194,0.54858,NaN,2.21041,2.32324,NaN,3.33616,3.88278,NaN,1.3233,1.36541,1.10198,1.6153,4.81186,4.14588,1.79052,1.21909,1.19317,NaN,3.44281,3.6425,1.42638,1.37365,0.5272,1.50856,NaN,1.12821,2.02858772727273
2020-01-03 05:00:00,NaN,0.77666,0.21943,NaN,2.15373,2.00929,NaN,4.36267,4.48789,NaN,0.46316,1.50914,1.29645,1.34608,4.40407,4.00534,1.34289,1.28681,1.19317,NaN,1.85382,3.6425,1.25521,1.01216,0.5931,1.50856,NaN,1.12821,1.90228818181818
2020-01-03 06:00:00,NaN,0.77666,0.16457,NaN,2.26709,1.75813,NaN,3.59278,3.07597,NaN,0.79398,1.29355,1.42609,1.81721,4.64874,4.07561,1.47079,1.55772,1.5246,NaN,1.12553,4.20288,0.96994,1.73513,0.4613,1.6457,NaN,1.18759,1.88961636363636
2020-01-03 07:00:00,NaN,0.77666,0.49372,NaN,2.15373,1.63255,NaN,4.74761,1.61362,NaN,0.86015,1.14982,1.49091,2.96138,4.07785,4.00534,1.215,1.7609,1.32574,NaN,0.8607,3.43235,0.57055,2.02432,0.5272,1.37142,NaN,1.90015,1.86143954545455
2020-01-03 08:00:00,NaN,0.51777,0.49372,NaN,1.87035,1.50697,NaN,1.53976,1.21022,NaN,0.86015,1.07796,1.42609,4.64399,4.24096,3.93507,1.02316,2.30272,1.19317,NaN,0.66208,2.87197,0.5135,1.87973,0.3954,1.43999,NaN,2.07829,1.71286454545455
2020-01-03 09:00:00,NaN,0.38833,0.38401,NaN,1.70032,1.3186,NaN,2.3738,1.26064,NaN,0.52932,1.07796,1.94467,5.38433,3.75162,3.72427,0.76737,3.04772,0.9943,NaN,0.52966,3.01207,0.45644,2.31351,0.4613,1.43999,NaN,2.07829,1.76993272727273
2020-01-03 10:00:00,NaN,0.71194,0.38401,NaN,1.53028,1.06744,NaN,1.15482,0.85724,NaN,1.05864,1.00609,2.78736,3.02869,3.18072,3.44319,0.38368,3.72499,1.5246,NaN,0.46345,2.87197,0.22822,1.51824,0.5272,3.15426,NaN,2.25643,1.67561181818182
2020-01-03 11:00:00,NaN,0.71194,0.54858,NaN,1.41693,0.94186,NaN,2.63043,0.65553,NaN,0.99248,1.07796,1.49091,1.07687,2.77294,3.51346,0.19184,3.45408,1.06059,NaN,0.59587,2.59178,0.45644,1.01216,0.5931,1.6457,NaN,2.85023,1.46734909090909
2020-01-03 12:00:00,NaN,0.71194,0.54858,NaN,1.30358,1.3186,NaN,NaN,0.45383,NaN,0.72782,1.14982,1.49091,1.00956,2.44671,3.37292,1.44947,2.43817,0.79544,NaN,0.52966,2.45168,0.68466,0.57838,0.3295,0.89142,NaN,1.54387,1.2488819047619
2020-01-03 13:00:00,NaN,1.03555,0.71315,NaN,1.2469,0.87907,NaN,2.30965,0.90766,NaN,1.45564,0.7905,1.81502,1.00956,2.36515,3.16211,1.40684,1.55772,0.5303,NaN,0.52966,2.80192,1.08405,0.50608,0.7908,0.61714,NaN,1.12821,1.30194
2020-01-03 14:00:00,NaN,0.51777,0.60344,NaN,1.07687,0.75348,NaN,5.00423,0.90766,NaN,0.86015,1.14982,1.55574,0.87495,2.60982,2.67023,1.15105,0.47409,0.39772,NaN,0.46345,2.80192,1.48344,1.22905,0.7908,1.78284,NaN,0.53442,1.34967909090909
2020-01-03 15:00:00,NaN,0.38833,0.60344,NaN,1.02019,0.50232,NaN,3.33616,0.55468,NaN,0.52932,0.86237,1.68538,0.80765,1.71269,2.31888,1.59868,0.47409,0.79544,NaN,0.46345,2.59178,1.25521,0.93986,0.5931,1.6457,NaN,0.47504,1.14335272727273
2020-01-03 16:00:00,NaN,0.51777,0.60344,NaN,0.7368,1.25581,NaN,1.60392,0.70596,NaN,0.46316,0.50305,1.29645,0.74035,1.54958,1.89727,1.34289,1.35454,0.72916,NaN,0.66208,3.01207,1.08405,1.15675,0.3295,1.09713,NaN,0.41566,1.04806318181818
2020-01-03 17:00:00,NaN,0.5825,0.76801,NaN,0.56677,1.44418,NaN,1.21898,0.50426,NaN,0.46316,0.57491,1.49091,2.08643,1.71269,1.61619,1.27895,2.03181,0.9943,NaN,0.66208,2.80192,1.08405,0.21689,0.4613,1.1657,NaN,0.17814,1.08655136363636
2020-01-03 18:00:00,NaN,0.64722,0.93258,NaN,0.5101,1.88371,NaN,0.4491,0.75639,NaN,0.79398,1.00609,1.55574,2.49025,0.81557,1.54592,1.34289,2.09954,0.33143,NaN,0.79449,2.66183,1.93988,0.43378,1.58159,0.89142,NaN,0.5938,1.18442272727273
2020-01-03 19:00:00,NaN,0.5825,0.87772,NaN,0.45342,1.3186,NaN,0.70573,0.60511,NaN,0.72782,1.14982,3.88934,3.97094,1.06024,1.33512,1.47079,1.7609,0.39772,NaN,0.92691,2.94202,2.33926,0.86757,1.44979,0.68571,NaN,0.77194,1.37677136363636
2020-01-03 20:00:00,NaN,0.51777,0.60344,NaN,0.34006,1.75813,NaN,1.21898,0.60511,NaN,0.66165,1.22169,5.63954,3.56712,1.1418,1.33512,1.53474,1.69318,0.26515,NaN,0.79449,3.01207,2.28221,0.21689,1.05439,0.82285,NaN,0.5938,1.40364454545455
2020-01-03 21:00:00,NaN,1.03555,0.65829,NaN,0.28339,1.3186,NaN,0.57741,0.95809,NaN,0.92631,0.7905,5.05614,2.35564,1.06024,1.05404,1.40684,1.7609,0.66287,NaN,0.66208,2.80192,1.93988,0.50608,0.5272,0.89142,NaN,0.5938,1.26487227272727
2020-01-03 22:00:00,NaN,0.51777,0.38401,NaN,0.11335,0.87907,NaN,0.32079,0.95809,NaN,0.86015,0.71864,3.04665,1.74991,1.06024,0.77296,1.66263,1.69318,0.39772,NaN,0.52966,2.66183,1.42638,0.28919,0.1977,0.61714,NaN,0.65318,0.977738181818182
2020-01-03 23:00:00,NaN,0.64722,0.43886,NaN,0.11335,0.6279,NaN,1.02651,1.10937,NaN,1.25714,0.93423,1.68538,1.48069,0.73401,0.63242,1.53474,1.89636,0.92802,NaN,1.05933,3.08212,2.05399,1.37365,0.5272,0.54857,NaN,0.53442,1.10115818181818
2020-01-04 00:00:00,NaN,0.32361,0.54858,NaN,0.11335,0.87907,NaN,0.70573,0.70596,NaN,0.99248,0.7905,2.85218,1.07687,0.48934,0.35135,1.02316,1.82863,0.72916,NaN,0.66208,3.43235,2.05399,1.37365,0.3954,0.34285,NaN,0.2969,0.998508636363636
2020-01-04 01:00:00,NaN,1.12262,0.65788,NaN,0.60456,1.08767,NaN,0.42725,0.26838,NaN,0.8822,1.15185,1.20944,2.33368,1.52218,0.46889,0.25553,1.62516,0.70737,NaN,0.61767,3.54318,1.82593,1.92924,0.52732,0.27419,NaN,1.18394,1.10118772727273
2020-01-04 02:00:00,NaN,0.86356,NaN,NaN,0.39674,1.25501,NaN,1.87989,0.87224,NaN,1.3233,1.87175,1.81415,1.07708,1.63091,0.46889,NaN,2.57318,1.14947,NaN,0.44119,3.26345,1.67377,2.0257,0.70309,0.54838,NaN,0.7893,1.3310525
2020-01-04 03:00:00,NaN,0.84197,0.60305,NaN,0.5101,0.75301,NaN,3.26845,0.25161,NaN,0.86014,1.5118,0.97187,1.21172,1.14164,0.14067,0.83048,1.3543,1.06105,NaN,0.52943,3.28676,1.14121,1.37458,0.26366,0.41129,NaN,0.94715,1.05754272727273
2020-01-04 04:00:00,NaN,1.03627,0.60305,NaN,0.5101,0.56476,NaN,0.89722,0.40257,NaN,1.25713,2.01574,1.03666,0.40391,1.22318,0.14067,0.95825,1.21887,1.12736,NaN,0.52943,3.42663,1.02709,0.65112,0.39549,0.1371,NaN,0.94715,0.932261363636364
2020-01-04 05:00:00,NaN,0.71244,0.49341,NaN,0.56677,0.1255,NaN,1.34583,1.00643,NaN,1.12481,1.43981,0.90708,0.94245,1.14164,0.14067,0.95825,1.01573,0.99473,NaN,0.59561,3.35669,1.08415,0.72346,0.19775,0.41129,NaN,0.82876,0.914239090909091
2020-01-04 06:00:00,NaN,0.90673,0.54823,NaN,0.68013,0.502,NaN,0.83313,0.50321,NaN,0.99248,1.36782,0.90708,0.87513,1.22318,0.28133,1.14989,0.8803,0.72947,NaN,0.59561,3.35669,0.97003,0.57877,0.32957,0.54838,NaN,1.00635,0.898432272727273
2020-01-04 07:00:00,NaN,0.7772,0.60305,NaN,0.56677,0.502,NaN,0.5127,1.00643,NaN,1.25713,1.43981,0.32396,2.35612,1.38628,0.35167,1.14989,1.15116,0.99473,NaN,0.52943,3.35669,0.62766,0.86816,0.46141,-0.61693,NaN,0.65117,0.920749545454545
2020-01-04 08:00:00,NaN,0.64767,0.43859,NaN,0.45342,0.56476,NaN,0.5127,0.9561,NaN,0.79398,1.36782,0.97187,2.69271,1.54937,0.28133,1.14989,1.08344,0.72947,NaN,0.52943,3.07697,0.39942,0.65112,0.46141,-0.1371,NaN,0.82876,0.909233181818182
2020-01-04 09:00:00,NaN,0.45337,0.21929,NaN,0.45342,0.43925,NaN,1.66627,0.90578,NaN,1.45563,1.43981,1.42541,4.37566,0.65237,0.28133,1.27766,0.67715,1.12736,NaN,0.33089,2.93711,0.2853,0.21704,0.46141,0.20564,NaN,0.94715,1.01065
2020-01-04 10:00:00,NaN,0.84197,0.38376,NaN,0.5101,0.43925,NaN,0.64087,0.45289,NaN,1.12481,1.22384,0.90708,4.64493,0.57082,0.422,0.95825,0.54172,0.66316,NaN,0.52943,2.65738,0.34236,0.65112,1.05464,0.41129,NaN,0.94715,0.950855454545454
2020-01-04 11:00:00,NaN,0.9715,0.38376,NaN,0.28339,0.3765,NaN,0.83313,0.85546,NaN,0.99248,1.22384,1.36061,4.9142,0.897,0.35167,1.02213,1.15116,0.59684,NaN,0.66178,2.09793,0.45648,1.0852,0.52732,-0.34274,NaN,0.29599,0.954346818181818
2020-01-04 12:00:00,NaN,0.90673,0.10965,NaN,0.45342,0.31375,NaN,0.96131,0.75482,NaN,0.79398,1.5118,2.65644,2.82735,0.81546,0.49233,1.21378,0.67715,0.39789,NaN,0.33089,1.46855,0.2853,0.65112,0.39549,0.27419,NaN,0.47358,0.852953636363636
2020-01-04 13:00:00,NaN,1.03627,0.98682,NaN,0.5101,0.69025,NaN,0.64087,1.00643,NaN,1.5218,1.22384,2.13811,3.0293,1.30473,0.56266,1.14989,0.20315,0.33158,NaN,0.46325,1.04897,0.22824,0.86816,0.65915,0.20564,NaN,0.29599,0.913872727272727
2020-01-04 14:00:00,NaN,1.23057,0.7127,NaN,0.56677,0.3765,NaN,0.76905,0.25161,NaN,1.5218,1.07986,2.72123,2.28881,2.60946,0.633,1.27766,0.27086,0.66316,NaN,0.39707,1.18883,0.34236,1.0852,0.79098,0.27419,NaN,0.35518,0.973038636363636
2020-01-04 15:00:00,NaN,0.84197,0.65788,NaN,0.56677,0.94126,NaN,0.70496,0.35225,NaN,1.05864,0.71991,3.17477,2.82735,1.794,0.633,1.34154,0.27086,0.39789,NaN,0.33089,0.34966,0.45648,1.22989,0.72507,0.61693,NaN,0.29599,0.92218
