Datetime,BallymenaBallykeel,BarnsleyGawber,BelfastCentre,CardiffCentre,ChilboltonObservatory,DerryRosemount,EdinburghStLeonards,Grangemouth,HullFreetown,Ladybower,LeedsCentre,LiverpoolSpeke,LondonBloomsbury,LondonMaryleboneRoad,LondonN_Kensington,LullingtonHeath,ManchesterPiccadilly,Middlesbrough,Narberth,NottinghamCentre,PortTalbotMargam,RochesterStoke,ScunthorpeTown,SouthamptonCentre,Thurrock,WickenFen,Wrexham,BirminghamLadywood,Average
2017-01-01 01:00:00,1.03953,2.73363,2.45069,1.03953,0.35745,5.24197,2.49238,0.30157,3.82194,2.60325,2.4977,2.29015,0.973,4.98209,2.16597,0.90471,1.51405,1.78901,1.69411,2.34425,4.50224,NaN,NaN,NaN,0.82222,NaN,4.13947,NaN,2.29134391304348
2017-01-01 02:00:00,0.85149,1.8786,2.36909,NaN,0.35745,4.71711,3.2667,0.60314,4.08803,3.00416,2.31321,2.19879,1.41649,6.76223,3.06624,0.94994,1.42536,2.88641,1.96197,2.25733,3.21614,NaN,NaN,NaN,0.7537,NaN,4.89872,NaN,2.51101363636364
2017-01-01 03:00:00,0.63795,1.66506,2.14469,1.63113,0.66988,3.14452,2.3203,0.39581,5.06569,2.40279,1.94246,2.26709,1.39431,6.67287,2.77399,1.01779,1.00249,1.74489,1.9398,1.75752,17.57391,NaN,NaN,NaN,0.27407,NaN,4.6905,NaN,2.83171782608696
2017-01-01 04:00:00,0.56677,1.66572,2.02228,2.34093,1.00516,3.05671,2.96557,0.45235,4.59937,2.85382,1.73491,2.12939,1.6604,6.40545,2.97688,1.08565,1.06902,2.28172,1.9398,0.97788,37.28453,NaN,NaN,NaN,0.68518,NaN,5.03642,NaN,3.7737352173913
2017-01-01 05:00:00,0.21154,1.79345,2.20589,2.48195,1.00516,2.00898,2.57841,0.28272,4.86546,2.85382,1.80409,2.1979,1.8593,6.27174,3.31482,1.01779,1.20273,2.4161,2.07284,1.3677,25.70696,NaN,NaN,NaN,0.7537,NaN,6.20788,NaN,3.32525782608696
2017-01-01 06:00:00,0.14103,1.60186,2.02228,2.97888,NaN,2.27041,3.15782,0.28272,4.79893,2.92899,1.73424,1.99235,1.92516,6.00565,3.24696,0.94994,1.33577,1.47613,2.07284,2.01829,13.02577,NaN,NaN,NaN,0.68518,NaN,6.27773,NaN,2.86040590909091
2017-01-01 07:00:00,0.14103,1.40961,1.77748,3.47447,NaN,1.74622,2.44936,0.39581,4.46566,2.32829,1.45751,2.26709,2.45601,5.67171,2.70614,0.94994,1.20273,1.47613,1.87261,2.21387,6.27174,NaN,NaN,NaN,0.41111,NaN,6.89838,NaN,2.45649545454545
2017-01-01 08:00:00,0,1.34575,1.34775,3.47514,NaN,1.0484,2.57841,0.5089,4.33261,3.07933,2.01164,2.06087,2.65558,5.47148,3.24696,1.08565,1.26925,1.20805,1.80609,1.75752,2.48129,NaN,NaN,NaN,0.61666,NaN,7.31215,NaN,2.30452181818182
2017-01-01 09:00:00,0.14103,1.08964,1.22468,3.97139,NaN,1.0484,2.64294,0.5089,3.73324,2.6283,1.94246,1.78613,2.85515,6.07217,3.17978,1.28921,0.86878,0.87344,2.00632,1.75819,1.58523,NaN,NaN,NaN,NaN,NaN,6.13936,NaN,2.25451142857143
2017-01-01 10:00:00,0.07051,0.89672,1.16281,4.04124,NaN,0.69915,2.12672,0.5089,4.06586,2.10211,1.87327,1.85531,3.18709,8.00665,3.31548,1.49277,0.86812,1.40895,2.13936,1.30318,1.03309,NaN,NaN,NaN,1.00493,NaN,6.13936,NaN,2.24098090909091
2017-01-01 11:00:00,0.21154,1.08897,1.16281,3.12057,NaN,0.43639,2.0622,0.67853,3.59953,2.17795,1.87394,1.57991,2.7221,8.34059,3.92416,1.42491,0.8016,1.07367,2.27241,1.17279,0.89539,NaN,NaN,NaN,0.82222,NaN,5.10494,NaN,2.11577818181818
2017-01-01 12:00:00,0.28206,1.1535,1.28655,3.33278,NaN,0.52486,3.3514,0.33927,3.46649,2.85382,1.66572,1.71828,2.92167,8.60801,3.51838,1.35706,0.46765,1.74422,2.07284,0.91269,0.48295,NaN,NaN,NaN,1.02777,NaN,5.51871,NaN,2.20939454545455
2017-01-01 13:00:00,0.28206,1.1535,1.28588,3.19042,NaN,0.69915,2.19125,0.45235,3.3993,3.38001,1.80409,1.71828,3.25362,8.60735,3.99202,1.42491,0.46699,1.34176,1.80542,0.65192,0.48229,NaN,NaN,NaN,1.37036,NaN,5.79478,NaN,2.215805
2017-01-01 14:00:00,0.28206,1.1535,1.16348,2.9077,1.20605,0.61201,2.57841,0.28272,3.53235,3.07933,2.2897,1.64909,3.25295,8.47364,3.65408,1.56062,0.46765,1.47613,2.00632,0.65192,0.48295,NaN,NaN,NaN,0.82222,NaN,5.45019,NaN,2.13195956521739
